reactions,data_type,kcat,MW,kcat_MW
rxn05444,UniKP,5.6420474,28969.9665,701.1181957
rxn02811_reverse_num1,UniKP,5.639114729,21336.0101,951.4812248
rxn00555_reverse,UniKP,5.639114729,65986.9815,153.8243799
rxn03147_num1,UniKP,5.630138782,29610.5662,684.5022644
rxn02159,UniKP,5.602544562,46338.1927,435.2599713
rxn02402,UniKP,5.602441856,34940.5818,577.2311062
rxn04726_num1,UniKP,5.591843943,40144.7775,250.7254922
rxn00902,UniKP,450.0,62510.8223,25915.512552776003
rxn00113_reverse,UniKP,5.591843943,59793.2408,84.16769992
rxn00256_num2,UniKP,5.586818738,62510.8223,160.8725235
rxn04919_reverse,UniKP,5.565481697,32969.2773,607.7092297
rxn05005_reverse_num1,UniKP,5.565080275,51583.9245,388.3824115
rxn00109_reverse,UniKP,5.556172658,59447.7889,336.4670401
rxn00231,UniKP,5.535080049,31723.7283,628.1193682
rxn00337_num2,UniKP,5.532897701,31709.2349,628.1586985
rxn07842,UniKP,5.524573826,40155.666,495.2841717
rxn10260_reverse,UniKP,5.494673187,19991.8961,989.4420907
rxn10259,UniKP,5.494673187,19991.8961,989.4420907
rxn03762_reverse,UniKP,5.438835592,44754.3684,437.4949045
rxn04954_reverse,UniKP,5.401688415,33440.8223,581.5071806
rxn36773,UniKP,5.39591612,48670.2813,399.1203156
rxn12008,UniKP,5.375505933,32291.772,599.280255
rxn06538,UniKP,5.3655383,32482.2291,594.6617094
rxn06570,UniKP,5.3655383,28903.8012,668.283654
rxn00011_num2,UniKP,5.352254693,18470.0746,231.1694753
rxn12643_num1,UniKP,5.352254693,29848.9962,645.5197611
rxn02015_num1,UniKP,5.351786886,38084.7279,505.8834303
rxn00917,UniKP,999.0,57836.5425,62182.1402965089
rxn08851,UniKP,5.295964859,41794.9076,456.1673799
rxn02474_reverse,UniKP,5.27828369,35145.1102,540.6675687
rxn03136_reverse,UniKP,5.241408725,48582.2519,388.3943348
rxn02339_num1,UniKP,5.241408725,43682.1532,431.962942
rxn06442,UniKP,5.226297105,59841.3566,314.4091419
rxn05400,UniKP,5.186980195,44339.7899,165.6054956
rxn01332,UniKP,5.180781269,48916.3328,381.279861
rxn09177,UniKP,5.174011411,45362.3748,410.6143288
rxn03185_reverse,UniKP,5.168185858,32291.772,576.1674859
rxn10227,UniKP,5.152306485,29355.374,631.8537568
rxn02285_reverse,UniKP,5.102385745,33904.4008,541.7759421
rxn02312_reverse,UniKP,5.102385745,46928.922,195.7064844
rxn07976_reverse,UniKP,5.102385745,17270.3157,1063.593104
rxn07876_reverse,UniKP,5.102385745,37127.2144,247.3736446
rxn00497,UniKP,5.102385745,98748.3047,46.50355451
rxn01302_reverse,UniKP,5.078500215,45534.6443,401.5096868
rxn02275,UniKP,5.007298365,31723.7283,568.2268472
rxn04903_reverse,UniKP,5.005056118,32969.2773,546.5149223
rxn01643,UniKP,330.0,37127.2144,31998.091405424697
rxn00780,UniKP,4.992916908,39727.3283,452.4467574
rxn04916_reverse,UniKP,4.984320919,32969.2773,544.2507927
rxn03004,UniKP,4.984300547,22899.9574,783.5596223
rxn12847_num1,UniKP,4.984048304,29848.9962,601.111467
rxn00783_reverse,UniKP,4.984048304,16264.2862,1103.188524
rxn05429,UniKP,4.984048304,44339.7899,159.1264586
rxn05396,UniKP,4.984048304,44339.7899,159.1264586
rxn00126,UniKP,4.984048304,42686.5451,105.0833105
rxn00655_reverse,UniKP,4.984048304,16114.2011,1113.463446
rxn00124_reverse,UniKP,4.96788695,36737.325,486.8180528
rxn00427,UniKP,4.925042688,54598.6818,324.7359293
rxn02938_num1,UniKP,4.910941155,39765.1444,222.2975476
rxn02405_num1,UniKP,4.910941155,29083.1678,607.8907318
rxn03282_reverse_num1,UniKP,4.910941155,36122.01,489.4353375
rxn00474_num2,UniKP,4.883458329,36346.256,60.46169509
rxn12636_num1,UniKP,4.872139295,29848.9962,587.6144492
rxn06280,UniKP,4.847319701,45013.9109,193.8328683
rxn04792_reverse,UniKP,4.847319701,39582.1422,440.8642371
rxn09113,UniKP,4.845581246,19991.8961,872.5581806
rxn07721,UniKP,4.826723773,49102.3736,117.9590334
rxn08044,UniKP,4.826723773,31816.3355,546.1410093
rxn03194_reverse_num1,UniKP,4.826428099,64880.5359,267.8020598
rxn06515,UniKP,4.815531458,28903.8012,599.7797012
rxn04895_reverse,UniKP,4.800925889,32969.2773,524.2254188
rxn09345,UniKP,4.787894864,27714.5749,310.9631227
rxn05231_num1,UniKP,4.779316662,40340.5691,426.5071209
rxn03958_reverse,UniKP,4.746544724,41857.6341,204.1152274
rxn07841,UniKP,4.723589696,40155.666,423.475056
rxn01973,UniKP,370.0,40019.0509,33284.14767577609
rxn02819_reverse_num1,UniKP,4.712867107,29231.1156,58.04199134
rxn00179_reverse,UniKP,4.695830854,42508.1139,397.6885711
rxn05439,UniKP,4.678303976,28969.9665,581.3570517
rxn01739,UniKP,4.670181512,19608.3523,857.4230607
rxn02373,UniKP,4.644707635,45808.7551,365.0164133
rxn05413,UniKP,4.62369553,34208.4536,147.6214215
rxn04896_reverse,UniKP,4.61362315,32969.2773,503.7733521
rxn00260_num3,UniKP,4.534800068,44113.9488,370.0707075
rxn03062_reverse,UniKP,4.533586791,37727.586,216.2994533
rxn03063_reverse,UniKP,4.533586791,33586.0882,242.9713212
rxn01000,UniKP,4.524443867,36222.8043,449.6614284
rxn00314_num2,UniKP,4.500260001,30094.5411,538.3347083
rxn02288,UniKP,4.496508538,38286.6239,211.3979908
rxn04744_reverse,UniKP,4.432137325,37127.2144,214.8786898
rxn07991,UniKP,4.430853992,25694.4805,155.1994247
rxn00412_num2,UniKP,4.380038297,45702.5338,86.2541776
rxn04137,UniKP,4.33992465,27581.202,566.4629388
rxn03904,UniKP,4.33992465,38865.4577,401.9952334
rxn03843,UniKP,4.33992465,27714.5749,281.8684536
rxn03903,UniKP,4.33992465,38865.4577,401.9952334
rxn04271,UniKP,4.33992465,37127.2144,210.4080389
rxn08823,UniKP,4.33992465,41794.9076,373.8189564
rxn05330_reverse,UniKP,4.33992465,17270.3157,904.6579698
rxn03909_num1,UniKP,4.33992465,70306.5329,111.1115006
rxn03901,UniKP,4.33992465,29095.264,536.9852887
rxn09205,UniKP,4.33992465,29355.374,532.2272079
rxn03849,UniKP,4.33992465,20423.3648,764.992884
rxn03893,UniKP,4.33992465,35066.9096,445.5405086
rxn03892,UniKP,4.33992465,32291.772,483.8300215
rxn03891,UniKP,4.33992465,32291.772,483.8300215
rxn03908,UniKP,4.33992465,30473.5509,512.6980046
rxn04070,UniKP,4.33992465,27970.8506,69.82147667
rxn03933,UniKP,4.33992465,42379.2013,368.6650116
rxn03951,UniKP,4.33992465,35452.2241,220.3490632
rxn04887_reverse,UniKP,4.330755111,32969.2773,472.886265
rxn01019,UniKP,4.319600538,34017.5911,457.1329548
rxn00881_num1,UniKP,4.319600538,29975.5665,518.7745805
rxn11809_reverse_num1,UniKP,4.319600538,40144.7775,193.6810079
rxn11749_reverse,UniKP,4.319600538,31443.1375,247.2806973
rxn04726_reverse_num1,UniKP,4.318468559,40144.7775,193.6302526
rxn00211_reverse,UniKP,4.318468559,47349.7978,328.332697
rxn00470_num2,UniKP,4.302197685,45248.38,171.1432726
rxn04886,UniKP,4.29286974,32969.2773,468.7494641
rxn05451,UniKP,4.288479046,32747.2721,471.4445991
rxn00102,UniKP,4.288479046,23323.9397,661.9175305
rxn04811,UniKP,4.288479046,32969.2773,468.2700329
rxn05452,UniKP,4.288479046,32747.2721,471.4445991
rxn02895,UniKP,4.260569351,44043.5736,348.2471654
rxn09201,UniKP,4.241183568,26959.1633,566.3477266
rxn01303_num1,UniKP,4.241183568,41184.1249,185.3658525
rxn00260_num1,UniKP,4.241183568,43682.1532,349.5308662
rxn00905_reverse,UniKP,4.241183568,56449.6157,270.4759042
rxn01157_reverse,UniKP,4.241183568,36222.8043,421.5096302
rxn01200_reverse,UniKP,4.241183568,72109.3237,211.7376792
rxn03052_reverse,UniKP,4.241183568,84927.9484,179.7789907
rxn03004_reverse,UniKP,4.241183568,22899.9574,666.7375218
rxn02914_reverse,UniKP,4.241183568,41924.4962,364.1847185
rxn02362,UniKP,4.241183568,41368.9265,369.0755874
rxn01216_reverse,UniKP,4.241183568,49902.8435,305.9597365
rxn01300_reverse,UniKP,4.241183568,36737.325,415.6062219
rxn00785_reverse,UniKP,4.241183568,72109.3237,211.7376792
rxn01334_reverse,UniKP,4.241183568,32790.9815,465.6237828
rxn01396_reverse,UniKP,4.241183568,36737.325,415.6062219
rxn01530_reverse_num1,UniKP,4.241183568,36122.01,422.6858042
rxn01575_reverse,UniKP,4.241183568,40494.7051,377.043389
rxn01602_reverse,UniKP,4.241183568,16114.2011,947.503432
rxn01637_reverse,UniKP,4.241183568,42859.9286,178.1181321
rxn02175,UniKP,4.241183568,20037.942,126.9945856
rxn02937_reverse,UniKP,4.241183568,38452.431,397.0688055
rxn00085_reverse,UniKP,41.9,167470.6603,900.6950813341961
rxn00474_num1,UniKP,4.241183568,44328.0143,104.3401959
rxn00816,UniKP,4.241183568,114487.7733,133.3614971
rxn03137,UniKP,4.238821397,56449.6157,270.3252598
rxn08001,UniKP,4.214494671,44339.7899,342.1798084
rxn07673,UniKP,4.214494671,49102.3736,102.9969273
rxn06448,UniKP,4.201005558,37605.4209,201.0829775
rxn04903,UniKP,4.201005558,32969.2773,458.7185782
rxn01851,UniKP,4.187011474,37127.2144,202.9945089
rxn00198_reverse,UniKP,4.172348284,46347.6199,324.082528
rxn04723_reverse,UniKP,4.172348284,37127.2144,202.2836088
rxn08002,UniKP,4.161067169,44339.7899,337.8419664
rxn07720,UniKP,4.161067169,49102.3736,101.6912266
rxn06099,UniKP,4.148824949,38452.2126,194.2120987
rxn00260_reverse_num1,UniKP,4.148824949,43682.1532,341.9192673
rxn04737_reverse,UniKP,4.148824949,37127.2144,201.1431514
rxn04727_reverse,UniKP,4.121102987,37127.2144,199.7991365
rxn00224_reverse,UniKP,4.121102987,37425.692,396.4113945
rxn05421,UniKP,4.06825787,44339.7899,129.8878799
rxn00792,UniKP,4.06825787,29752.9458,492.2446479
rxn00242,UniKP,4.054048131,81185.13,179.7690448
rxn07993,UniKP,4.029736143,25694.4805,141.1494787
rxn02056_reverse_num1,UniKP,3.989101485,30948.0729,464.027773
rxn02009_reverse,UniKP,3.989101485,24041.2053,597.3396577
rxn00726,UniKP,3.989101485,22955.9468,105.5984348
rxn01917_reverse,UniKP,3.989101485,31709.2349,452.8890524
rxn02476_reverse,UniKP,3.980480768,47787.9041,299.861043
rxn06443,UniKP,3.957516213,58597.4376,243.1344944
rxn03951_reverse,UniKP,3.952790673,35452.2241,200.6932821
rxn04723,UniKP,3.952790673,37127.2144,191.6390262
rxn10236,UniKP,3.938284404,26959.1633,525.8999953
rxn02159_reverse,UniKP,3.929575926,46338.1927,305.2875503
rxn01740_reverse,UniKP,3.904687294,31557.8567,222.7159213
rxn04658,UniKP,3.904687294,37127.2144,189.3068802
rxn00658,UniKP,3.904687294,41124.6074,341.8117557
rxn08103_num1,UniKP,3.790200161,36585.2212,93.23929261
rxn12646_num1,UniKP,3.779712293,29848.9962,455.8600284
rxn04830,UniKP,3.779712293,32969.2773,412.7164854
rxn00124,UniKP,3.746529698,36737.325,367.1336145
rxn07998,UniKP,3.745531215,44339.7899,304.1041106
rxn07670,UniKP,3.745531215,49102.3736,91.53605271
rxn02222,UniKP,3.711346015,31723.7283,421.1625295
rxn05438,UniKP,3.709681864,28969.9665,460.9896498
rxn04895,UniKP,3.699293484,32969.2773,403.9353493
rxn05457,UniKP,3.665508319,32747.2721,402.9596697
rxn05458,UniKP,3.665508319,32747.2721,402.9596697
rxn08168,UniKP,3.662962939,58279.8519,226.2645863
rxn00086_reverse,UniKP,3.631747852,48833.9596,267.7295139
rxn04271_reverse,UniKP,3.626646447,37127.2144,175.8269159
rxn27697,UniKP,3.601509514,44113.9488,293.9078139
rxn01636,UniKP,3.588844544,43131.9348,149.7711663
rxn02548_reverse,UniKP,3.588844544,47879.176,269.8425795
rxn03395_reverse,UniKP,3.573186937,28903.8012,445.0443346
rxn12844_num1,UniKP,3.563352212,29848.9962,429.7654728
rxn03114_reverse,UniKP,3.550965273,38950.8358,328.1951394
rxn02277,UniKP,3.550965273,53219.8316,120.1006711
rxn00213,UniKP,3.533087892,31704.2131,401.1806372
rxn09114,UniKP,3.498788548,19991.8961,630.0372266
rxn03366,UniKP,3.473292142,37127.2144,168.3919991
rxn02341,UniKP,3.446987835,45362.3748,136.7780706
rxn02687_reverse,UniKP,3.441953864,37127.2144,166.8726581
rxn01257_num1,UniKP,3.416416044,22648.8802,543.0333708
rxn06446,UniKP,3.409917433,47729.8706,128.5956007
rxn06439,UniKP,3.399353499,46813.4271,130.706865
rxn02230_reverse_num1,UniKP,3.398700619,32514.7032,376.3012122
rxn02229_reverse,UniKP,3.398700619,36263.0807,168.7021896
rxn12642_num1,UniKP,3.378597817,29848.9962,407.4827863
rxn13394,UniKP,3.378597817,60924.8361,49.90966295
rxn00505_reverse,UniKP,3.378597817,46347.6199,262.4288403
rxn45829,UniKP,3.378597817,32969.2773,368.9177663
rxn43624_reverse,UniKP,3.378597817,45491.8969,267.3652445
rxn00141_num1,UniKP,3.378597817,50846.8577,239.2075477
rxn12635_num1,UniKP,3.378597817,29848.9962,407.4827863
rxn00157_reverse_num2,UniKP,12.8,28380.4382,1623.653576990929
rxn02283_reverse,UniKP,3.375240279,32482.2291,374.0773137
rxn02264_reverse,UniKP,3.375240279,27127.109,447.9233303
rxn01018,UniKP,417.0,34649.9222,43324.772602231125
rxn00692,UniKP,3.375240279,45812.7689,132.6143922
rxn00693_num1,UniKP,3.375240279,97254.0732,124.9393944
rxn00700,UniKP,3.375240279,29083.1678,417.7971633
rxn14090,UniKP,3.368166522,35088.2609,345.5685511
rxn05440,UniKP,3.367276324,28969.9665,418.4400685
rxn03068_reverse,UniKP,3.35201273,36574.4253,329.9367175
rxn02229,UniKP,3.35201273,36263.0807,166.3847306
rxn09111,UniKP,3.347053626,19991.8961,602.7138693
rxn00346,UniKP,3.340548977,43423.7616,276.9446007
rxn10235,UniKP,3.333680191,26959.1633,445.1639895
rxn12510_reverse,UniKP,3.333680191,29706.829,201.9947785
rxn00470_num1,UniKP,3.333680191,43423.7616,276.3751514
rxn10234,UniKP,3.333680191,26959.1633,445.1639895
rxn00461,UniKP,3.333680191,44754.3684,268.1581512
rxn03618_reverse,UniKP,3.325072573,37127.2144,161.2060244
rxn10233,UniKP,3.325072573,26959.1633,444.0145686
rxn10232,UniKP,3.325072573,26959.1633,444.0145686
rxn29950,UniKP,3.325072573,38700.1519,309.3078625
rxn00735_reverse,UniKP,3.325072573,37727.586,158.6406994
rxn10210,UniKP,3.325072573,22605.4401,122.8332737
rxn03395,UniKP,3.325072573,28903.8012,414.1414196
rxn05453,UniKP,3.289896178,32747.2721,361.6675675
rxn05454,UniKP,3.289896178,32747.2721,361.6675675
rxn05441,UniKP,3.284572181,28969.9665,408.1627037
rxn00692_reverse,UniKP,3.242285173,45812.7689,127.3905387
rxn08801,UniKP,3.241652616,41794.9076,279.2194095
rxn02331,UniKP,3.182042951,31253.5603,366.5295894
rxn03409,UniKP,3.178017705,52171.3356,219.294055
rxn05331_reverse,UniKP,3.171704875,17270.3157,661.1423757
rxn11663,UniKP,3.171704875,35452.2241,161.0355604
rxn05435,UniKP,3.170312512,28969.9665,393.9640401
rxn00601,UniKP,3.154849509,37899.4171,299.6736916
rxn07875,UniKP,3.154849509,37127.2144,152.9532772
rxn00543_num1,UniKP,3.154849509,40144.7775,141.4562359
rxn08841,UniKP,3.154849509,41794.9076,271.7426329
rxn05368_reverse_num1,UniKP,3.154849509,25694.4805,110.504844
rxn01213,UniKP,3.143916867,32291.772,350.494879
rxn00912_num1,UniKP,3.14087147,29231.1156,38.68185343
rxn01275,UniKP,3.131053205,18812.1026,599.177656
rxn05459,UniKP,3.124345327,32747.2721,343.4680954
rxn05464,UniKP,3.124345327,28969.9665,388.2518531
rxn14138,UniKP,3.112658497,21385.8988,523.9700558
rxn07876,UniKP,3.09492059,37127.2144,150.047806
rxn00604_reverse,UniKP,3.09492059,53858.7285,206.869238
rxn08842,UniKP,3.09492059,41794.9076,266.5806617
rxn10223,UniKP,3.059608195,22120.2321,497.9418593
rxn01137_num1,UniKP,3.059608195,58348.0417,188.7739362
rxn01200,UniKP,410000.0,72109.3237,20468920.304129828
rxn06440,UniKP,3.050207365,106261.1865,103.3373227
rxn00137,UniKP,3.033214788,29835.5147,365.9924538
rxn02339_reverse_num1,UniKP,3.032265629,43682.1532,249.8996836
rxn01208,UniKP,3.032265629,37727.586,144.6707492
rxn00209,UniKP,3.025559389,22485.3052,242.2029344
rxn10225,UniKP,3.025559389,22120.2321,492.4005206
rxn05445,UniKP,3.01799302,28969.9665,375.0358107
rxn09199,UniKP,3.01799302,26959.1633,403.0086079
rxn09197,UniKP,3.01799302,26959.1633,403.0086079
rxn03120_reverse,UniKP,3.01799302,42842.1741,126.7999944
rxn08818,UniKP,3.01799302,41794.9076,259.9545135
rxn03915_reverse,UniKP,3.01799302,37127.2144,146.3182068
rxn03933_reverse,UniKP,3.01799302,42379.2013,256.3704491
rxn03618,UniKP,3.01799302,37127.2144,146.3182068
rxn03463,UniKP,3.01799302,32291.772,336.4564469
rxn03062,UniKP,3.01799302,37727.586,143.9897966
rxn05449,UniKP,3.01799302,28969.9665,375.0358107
rxn00208,UniKP,3.017178001,22485.3052,241.5319851
rxn00838,UniKP,999.0,46766.7761,76900.74663923647
rxn05443,UniKP,2.961115355,28969.9665,367.9678152
rxn00806_reverse,UniKP,2.958553624,40494.7051,263.0169307
rxn03463_reverse,UniKP,2.958553624,32291.772,329.8299346
rxn00802_reverse,UniKP,2.958553624,51078.6542,208.5174955
rxn01479,UniKP,2.958553624,24672.472,431.6873091
rxn00800_reverse,UniKP,2.958553624,48582.2519,219.2321811
rxn00786_reverse,UniKP,2.958553624,32790.9815,324.8086077
rxn07977_reverse,UniKP,2.958553624,17270.3157,616.7109642
rxn00686_reverse,UniKP,2.958553624,16114.2011,660.9569398
rxn00011_num1,UniKP,2.958553624,60924.8361,43.70464382
rxn00168,UniKP,2.958553624,60924.8361,43.70464382
rxn00157_reverse_num1,UniKP,2.958553624,86086.0654,61.86130704
rxn10476_num1,UniKP,2.958553624,37023.4586,287.6768797
rxn00154,UniKP,2.958553624,38653.4201,8.7843416
rxn11612,UniKP,2.958553624,114487.7733,93.02996067
rxn11749,UniKP,2.958553624,31443.1375,169.3659395
rxn14090_reverse,UniKP,2.958553624,35088.2609,303.5429165
rxn09113_reverse,UniKP,2.937585809,19991.8961,528.9797857
rxn09111_reverse,UniKP,2.937585809,19991.8961,528.9797857
rxn09110_reverse,UniKP,2.937585809,19991.8961,528.9797857
rxn08521_reverse,UniKP,2.937585809,31443.1375,168.1656119
rxn03035,UniKP,2.926976492,29835.5147,353.1735744
rxn08180,UniKP,2.924920413,36263.0807,145.1850378
rxn00412_num1,UniKP,2.878963699,59793.2408,43.33378312
rxn00771,UniKP,2.878963699,22094.2503,117.2733763
rxn02791_reverse,UniKP,2.878963699,59444.5277,174.3519499
rxn02835,UniKP,2.878963699,14150.2055,259.1109344
rxn00529,UniKP,2.878963699,98748.3047,26.23910696
rxn00405,UniKP,2.878963699,43423.7616,238.6773723
rxn00974_reverse,UniKP,2.878963699,81995.4223,126.4005846
rxn02090_reverse_num1,UniKP,2.878963699,40881.0173,126.761392
rxn00189,UniKP,2.878963699,54660.2172,189.6126625
rxn00394,UniKP,2.878963699,32116.4087,322.7094727
rxn07993_reverse,UniKP,2.855242614,25694.4805,100.0105199
rxn07987_reverse,UniKP,2.855242614,25694.4805,100.0105199
rxn07992_reverse,UniKP,2.855242614,25694.4805,100.0105199
rxn02201,UniKP,2.836831692,40155.666,254.3251079
rxn00863,UniKP,2.83681123,46338.1927,220.3909957
rxn00134,UniKP,2.83681123,22082.6008,462.469096
rxn04737,UniKP,2.833928599,37127.2144,137.3944036
rxn01917,UniKP,2.826784338,31709.2349,320.9293333
rxn02285,UniKP,2.826784338,33904.4008,300.1505225
rxn12634_num1,UniKP,2.826784338,29848.9962,340.930179
rxn05436,UniKP,2.806679415,28969.9665,348.7765819
rxn02155,UniKP,2.802156946,24672.472,408.8672187
rxn03384,UniKP,2.796581477,38286.6239,131.4779457
rxn10222,UniKP,2.786729691,22120.2321,453.531719
rxn00555,UniKP,2.786729691,65986.9815,76.01671315
rxn00721,UniKP,2.786729691,104392.003,96.10148862
SacB,UniKP,2.776709796,46761.4499,213.7691471
rxn08802,UniKP,2.752284355,41794.9076,237.0677254
rxn03419,UniKP,2.743769047,22813.0419,43.29790219
rxn00438,UniKP,2.740877389,34612.114,285.0781839
rxn01635,UniKP,2.740877389,35145.1102,280.7548061
rxn00420_num1,UniKP,2.740877389,32079.3795,307.5857062
rxn03435,UniKP,2.740877389,36574.4253,269.7830114
rxn05437,UniKP,2.740877389,28969.9665,340.5995861
rxn01100_reverse,UniKP,2.740877389,41387.1704,238.4110463
rxn08547,UniKP,2.740877389,37422.9261,101.2522088
rxn08548,UniKP,2.740877389,37422.9261,101.2522088
rxn08000,UniKP,2.740877389,44339.7899,222.5350779
rxn08549,UniKP,2.740877389,37422.9261,101.2522088
rxn01257_reverse_num1,UniKP,2.721878292,22648.8802,432.6378066
rxn03068,UniKP,2.688770378,36574.4253,264.6541479
rxn08819,UniKP,2.6502751,41794.9076,228.2811689
rxn01547,UniKP,2.64247258,14150.2055,336.1400401
rxn09112_reverse,UniKP,2.588472292,19991.8961,466.1138795
rxn12644_num1,UniKP,2.588472292,29848.9962,312.1880611
rxn07980_reverse,UniKP,2.588472292,17270.3157,539.5674527
rxn27697_reverse,UniKP,2.588472292,44113.9488,211.2370464
rxn07885_reverse,UniKP,2.588472292,37127.2144,125.4942015
rxn11944,UniKP,2.588472292,84927.9484,109.7224227
rxn01368_num1,UniKP,2.588472292,17168.1737,542.7776077
rxn10264_reverse,UniKP,2.588472292,19991.8961,466.1138795
rxn00921,UniKP,2.588472292,26959.1633,345.6524279
rxn07875_reverse,UniKP,2.588472292,37127.2144,125.4942015
rxn10262_reverse,UniKP,2.588472292,19991.8961,466.1138795
rxn00179,UniKP,2.588472292,42508.1139,219.2169775
rxn00187,UniKP,999.0,52171.3356,68934.40542856258
rxn22482,UniKP,2.588472292,28903.8012,322.3970503
rxn00194,UniKP,2.588472292,43423.7616,214.5944963
rxn07989_reverse,UniKP,2.588472292,25694.4805,90.66636169
rxn09109_reverse,UniKP,2.588472292,19991.8961,466.1138795
rxn09108_reverse,UniKP,2.588472292,19991.8961,466.1138795
rxn01465_num1,UniKP,2.588472292,43147.2478,215.9697484
rxn10230,UniKP,2.588472292,29355.374,317.4376266
rxn07991_reverse,UniKP,2.588472292,25694.4805,90.66636169
rxn03406,UniKP,2.56698054,52171.3356,177.1304077
rxn02962_reverse_num1,UniKP,2.564893135,51583.9245,179.001799
rxn00789_num1,UniKP,2.556968856,24535.3165,375.1770588
rxn02789_reverse_num1,UniKP,2.534247428,21336.0101,427.6006009
rxn01843,UniKP,2.534247428,31723.7283,287.5857041
rxn01807,UniKP,2.534247428,36737.325,248.3384607
rxn01800_num1,UniKP,2.534247428,17168.1737,531.4071781
rxn00770,UniKP,311.0,33609.3594,33312.14935325426
rxn00775,UniKP,2.520381416,20264.6715,447.7434089
rxn08800,UniKP,2.520381416,41794.9076,217.09279
rxn02107_reverse,UniKP,2.520381416,37127.2144,122.1930226
rxn10263_reverse,UniKP,2.474420277,19991.8961,445.5761951
rxn10902_reverse,UniKP,2.474420277,53858.7285,165.3940456
rxn10220,UniKP,2.474420277,22120.2321,402.7043187
rxn11567,UniKP,2.450330513,114487.7733,77.04918694
rxn02639,UniKP,2.450330513,21385.8988,412.4769283
rxn07454_reverse,UniKP,2.441384632,38115.2091,230.5899635
rxn02008,UniKP,2.440039805,47475.7433,185.0238182
rxn01301_reverse,UniKP,2.414316578,45534.6443,190.8775135
rxn02362_reverse,UniKP,2.414316578,41368.9265,210.098265
rxn02507,UniKP,2.407964661,29340.2457,295.4533125
rxn00459_reverse,UniKP,2.396273525,45742.0696,23.57398989
rxn01790,UniKP,2.374748258,36574.4253,233.7451281
rxn03366_reverse,UniKP,2.363801409,37127.2144,114.6017175
rxn02199,UniKP,2.363801409,41184.1249,103.3126853
rxn10902,UniKP,5.4,53858.7285,360.9442803685943
rxn10996,UniKP,2.363801409,49102.3736,57.76832122
rxn03407,UniKP,2.356747104,52171.3356,162.623584
rxn02166,UniKP,2.354109619,63010.6888,134.4977303
rxn11809_num1,UniKP,2.34773949,40144.7775,105.2672688
rxn02305_reverse_num1,UniKP,2.322411598,25613.5957,326.4157774
rxn01948,UniKP,2.309624041,98748.3047,21.05009947
rxn00655,UniKP,2.293382052,16114.2011,512.3539998
rxn02503,UniKP,2.293382052,20865.3312,395.6886813
rxn01739_reverse,UniKP,2.293382052,19608.3523,421.0540111
rxn03323,UniKP,2.281055794,35748.8391,229.7081826
rxn00686,UniKP,2.277589551,16114.2011,508.8258694
rxn01671,UniKP,2.277330104,34272.8783,239.2092167
rxn01388_reverse,UniKP,2.274157683,81995.4223,99.84664301
rxn00500_num1,UniKP,2.274157683,64714.9128,126.5082081
rxn01465_reverse_num1,UniKP,2.274157683,43147.2478,189.7448407
rxn01547_reverse,UniKP,2.274157683,14150.2055,289.2879421
rxn05360_reverse_num1,UniKP,2.274157683,25694.4805,79.65687085
rxn01636_reverse,UniKP,2.274157683,43131.9348,94.9061026
rxn05383_reverse,UniKP,2.274157683,32747.2721,250.0045693
rxn00285_reverse,UniKP,2.21996259,30189.2893,55.33753664
rxn00493_reverse_num1,UniKP,2.202989123,40262.753,196.975126
rxn03194_num1,UniKP,2.189365045,64880.5359,121.4804109
rxn00931_reverse_num1,UniKP,2.189365045,29412.4881,267.9716906
rxn04833,UniKP,2.189365045,32969.2773,239.062388
rxn08821,UniKP,2.189365045,41794.9076,188.5807294
rxn00461_reverse,UniKP,2.135353755,44754.3684,171.765881
rxn08756,UniKP,2.135353755,36503.7903,210.5883651
rxn07672,UniKP,2.135221818,49102.3736,52.18212469
rxn00328_reverse,UniKP,2.126977121,21505.1301,118.6866824
rxn08838,UniKP,2.12289648,41794.9076,182.8554665
rxn01231,UniKP,2.092399177,43423.7616,173.4680912
rxn16824,UniKP,2.086234768,28617.0099,262.4468871
rxn12154,UniKP,2.086234768,32969.2773,227.8013284
rxn01791_num1,UniKP,2.086234768,32259.1463,116.4079963
rxn00799_reverse,UniKP,2.086234768,55146.5943,68.09527643
rxn02693_reverse,UniKP,2.086234768,35066.9096,214.1747092
rxn00519,UniKP,2.086234768,45362.3748,165.5655199
rxn00859_reverse,UniKP,2.086234768,46338.1927,162.0789403
rxn10221,UniKP,2.071066124,22120.2321,337.0596662
rxn00500_reverse_num1,UniKP,2.057670395,64714.9128,114.4653234
rxn02834,UniKP,2.040182273,11698.9404,183.619382
rxn00105,UniKP,2.034989771,24672.472,296.9286245
rxn02107,UniKP,2.029056009,37127.2144,98.37260552
rxn00882_num1,UniKP,2.028924605,29975.5665,243.6694092
rxn00322,UniKP,2.028924605,43423.7616,168.2058005
rxn02937,UniKP,2.028924605,38452.431,189.9523226
rxn11599_reverse_num1,UniKP,2.028924605,33426.8232,218.5110004
rxn11759_reverse,UniKP,2.028924605,54737.5608,133.4390585
rxn00907_reverse,UniKP,2.028924605,31443.1375,116.1482148
rxn00338,UniKP,2.028924605,58279.8519,125.3285371
rxn00262,UniKP,2.028924605,58279.8519,125.3285371
rxn00314_num1,UniKP,2.028924605,29412.4881,248.3342638
rxn08392,UniKP,2.017368151,28969.9665,250.6915341
