id,growth = 0.13,FC growth = 0.13,growth = 0.15,FC growth = 0.15,growth = 0.16,FC growth = 0.16,growth = 0.17,FC growth = 0.17,growth = 0.18,FC growth = 0.18,growth = 0.19,FC growth = 0.19,growth = 0.21,FC growth = 0.21,growth = 0.22,FC growth = 0.22,growth = 0.23,FC growth = 0.23,growth = 0.24,FC growth = 0.24,WT,GPR,FC_mean,regulation,reactions
rxn00543_reverse_num1,78.05432460591773,1000.0,77.75498992990508,1000.0,77.60532259189878,1000.0,77.4556552538924,1000.0,77.30598791588608,1000.0,77.15632057787978,1000.0,76.85698590186709,1000.0,76.70731856386075,1000.0,76.55765122585439,1000.0,76.40798388784809,1000.0,0.0,ZMO1596,580.5800247492203,up,cpd00004_c0 + cpd00067_c0 + cpd00071_c0 --> cpd00003_c0 + cpd00363_c0
rxn00168,78.02840421049348,10.066293286229962,77.72508178133859,10.027162247180028,77.5734205667612,10.007596727655068,77.42175935218368,9.988031208130092,77.27009813760631,9.968465688605136,77.11843692302894,9.948900169080177,76.81511449387403,9.909769130030242,76.66345327929662,9.890203610505278,76.51179206471907,9.870638090980298,76.36013085014169,9.85107257145534,7.751453488567762,ZMO1360,40.549886785830445,up,cpd00020_c0 + cpd00067_c0 --> cpd00011_c0 + cpd00071_c0
rxn01476,48.82911727132171,1.2256486203504835,47.39590454383257,1.1896738720797932,46.67929818008815,1.171686497944452,45.96269181634362,1.1536991238091077,45.246085452599246,1.1357117496737674,44.529479088854714,1.1177243755384232,39.987995183155356,1.003729615968327,39.987423525210374,1.0037152669116427,39.98685186726539,1.003700917854958,39.98628020932041,1.0036865687982737,39.83940948537,ZMO1478,20.834343177823175,up,cpd00001_c0 + cpd00911_c0 --> cpd00067_c0 + cpd00284_c0
rxn01477,48.82911727132171,1.2256486203504835,47.39590454383257,1.1896738720797932,46.67929818008815,1.171686497944452,45.96269181634362,1.1536991238091077,45.246085452599246,1.1357117496737674,44.529479088854714,1.1177243755384232,39.987995183155356,1.003729615968327,39.987423525210374,1.0037152669116427,39.98685186726539,1.003700917854958,39.98628020932041,1.0036865687982737,39.83940948537,ZMO0368,20.834343177823175,up,cpd00284_c0 --> cpd00001_c0 + cpd02711_c0
rxn03884,48.82911727132171,1.2256486203504835,47.39590454383257,1.1896738720797932,46.67929818008815,1.171686497944452,45.96269181634362,1.1536991238091077,45.246085452599246,1.1357117496737674,44.529479088854714,1.1177243755384232,39.987995183155356,1.003729615968327,39.987423525210374,1.0037152669116427,39.98685186726539,1.003700917854958,39.98628020932041,1.0036865687982737,39.83940948537,ZMO0997,20.834343177823175,up,cpd02711_c0 --> cpd00020_c0 + cpd00102_c0
rxn10902,46.78348824774317,1.30936170185721,45.035563362780394,1.26044132443743,44.16160092029917,1.2359811357275448,43.28763847781782,1.211520947017656,42.41367603533665,1.1870607583077721,41.5397135928553,1.1626005695978834,36.68351752968237,1.0266868662810913,36.52558979300058,1.0222668339616308,36.36766205631879,1.0178468016421702,36.20973431963699,1.0134267693227095,35.72999590669642,ZMO0367,19.560948923396428,up,cpd00003_c0 + cpd00079_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00911_c0
rxn08173,0.579906054484632,0.5111469645625242,0.6691223705591954,0.589784959110609,0.7137305285964715,0.6291039563846463,0.7583386866337476,0.6684229536586839,0.8029468446710349,0.7077419509327312,0.8475550027083065,0.7470609482067646,0.9367713187828652,0.8256989427548452,0.9813794768201611,0.8650179400289001,1.0259876348574204,0.9043369373029227,1.0705957928947225,0.943655934576983,1.1345192179336459,ZMO0241 and ZMO0242 and ZMO2005 and ZMO0239 and ZMO0238 and ZMO0240 and ZMO0671 and ZMO0669 and ZMO0668 and ZMO0667,0.7479232811309733,down,cpd00008_c0 + cpd00009_c0 + 4.0 cpd00067_p0 --> cpd00001_c0 + cpd00002_c0 + 3.0 cpd00067_c0
rxn00102_reverse,0.33830369215743367,0.4820591072470422,0.39035041402780835,0.5562220468235106,0.41637377496299466,0.5933035166117433,0.4423971358981822,0.6303849863999779,0.4684204968333693,0.6674664561882117,0.49444385776855654,0.7045479259764458,0.546490579638925,0.7787108655529054,0.5725139405741404,0.8157923353411796,0.5985373015093032,0.8528738051293787,0.6245606624444859,0.8899552749176064,0.7017888202329143,ZMO1133,0.5726146947868019,down,cpd00001_c0 + cpd00011_c0 --> cpd00067_c0 + cpd00242_c0
rxn02914_reverse,0.25950950007420265,0.548321660154643,0.2994340385471731,0.632678838640007,0.31939630778365224,0.6748574278826761,0.3393585770201184,0.7170360171253177,0.35932084625658495,0.7592146063679602,0.37928311549308313,0.8013931956106696,0.419207653965996,0.885750374095912,0.4391699232024454,0.9279289633385182,0.4591321924389194,0.9701075525811764,0.4790944616754229,1.0122861418238969,0.473279680399664,ZMO1684,0.5715906327492708,down,cpd00023_c0 + cpd02069_c0 --> cpd00024_c0 + cpd00738_c0
rxn00420_num2,0.25950950007420265,0.548321660154643,0.2994340385471731,0.632678838640007,0.31939630778365224,0.6748574278826761,0.3393585770201184,0.7170360171253177,0.35932084625658495,0.7592146063679602,0.37928311549308313,0.8013931956106696,0.419207653965996,0.885750374095912,0.4391699232024454,0.9279289633385182,0.4591321924389194,0.9701075525811764,0.4790944616754229,1.0122861418238969,0.473279680399664,ZMO0659,0.5715906327492708,down,cpd00001_c0 + cpd00738_c0 --> cpd00009_c0 + cpd00054_c0
rxn01101_num1,0.25950950007420265,0.548321660154643,0.2994340385471731,0.632678838640007,0.31939630778365224,0.6748574278826761,0.3393585770201184,0.7170360171253177,0.35932084625658495,0.7592146063679602,0.37928311549308313,0.8013931956106696,0.419207653965996,0.885750374095912,0.4391699232024454,0.9279289633385182,0.4591321924389194,0.9701075525811764,0.4790944616754229,1.0122861418238969,0.473279680399664,ZMO1883,0.5715906327492708,down,cpd00003_c0 + cpd00169_c0 --> cpd00004_c0 + cpd00067_c0 + cpd02069_c0
rxn00692_reverse,0.2128965263560692,0.565335904874949,0.24564983810317292,0.6523106594711379,0.2620264939767188,0.6957980367692164,0.2784031498502516,0.7392854140672602,0.29477980572378476,0.782772791365305,0.3111564615973496,0.8262601686634339,0.3439097733443959,0.9132349232594702,0.3602864292179118,0.9567223005574693,0.3766630850914526,1.0002096778555343,0.39303974096502264,1.043697055153677,0.37658412373995853,ZMO1201,0.5545397889171203,down,cpd00054_c0 + cpd00087_c0 --> cpd00001_c0 + cpd00033_c0 + cpd00125_c0
rxn00905,0.1976330598983949,0.5729805474355951,0.22803814603662564,0.6611314008872718,0.24324068910573504,0.705206827613093,0.2584432321748314,0.7492822543388762,0.273645775243928,0.7933576810646603,0.2888483183130564,0.8374331077905364,0.31925340445122974,0.9255839612420468,0.33445594752030916,0.969659387967781,0.3496584905894135,1.0137348146935874,0.364861033658547,1.0578102414194783,0.34492106369563885,ZMO0027,0.5504933320204786,down,cpd00712_c0 --> cpd00055_c0 + cpd00123_c0
rxn01643,0.1593967371333777,0.5756724211701115,0.18391931207697743,0.6642374090424478,0.196180599548772,0.7085199029785968,0.20844188702057664,0.7528023969147822,0.22070317449237387,0.7970848908509408,0.23296446196416784,0.8413673847870876,0.2574870369077642,0.9299323726594118,0.26974832437956286,0.9742148665955755,0.2820096118513602,1.0184973605317345,0.29427089932316153,1.062779854467908,0.2768879162378284,ZMO1407,0.5281565015606292,down,cpd00005_c0 + cpd00067_c0 + cpd01977_c0 --> cpd00006_c0 + cpd00009_c0 + cpd00346_c0
rxn00285,0.04794833039670155,0.6325443384263143,0.05532499661157871,0.7298588520303627,0.05901332971901729,0.7785161088323869,0.06270166282645588,0.8271733656344111,0.06638999593389446,0.8758306224364352,0.07007832904133304,0.9244878792384595,0.07745499525621019,1.0218023928425077,0.08114332836364878,1.070459649644532,0.08483166147108735,1.119116906446556,0.08851999457852594,1.1677741632485803,0.0758023232268438,ZMO1481 and ZMO0567,0.4993915939810431,down,cpd00002_c0 + cpd00010_c0 + cpd00036_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00078_c0
rxn00154,0.19844698981706455,0.4905546365826791,0.22897729594272842,0.5660245806722273,0.24424244900558206,0.603759552717055,0.25950760206844314,0.641494524761901,0.274772755131317,0.6792294968067787,0.2900379081941349,0.716964468851518,0.320568214319918,0.7924344129413609,0.3358333673828271,0.8301693849863256,0.3510985204456821,0.8679043570311569,0.36636367350847737,0.9056393290758402,0.40453595790979313,ZMO1605 and ZMO1606 and ZMO0510,0.4899123604972942,down,cpd00003_c0 + cpd00010_c0 + cpd00020_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00022_c0
