,fluxes,kcat_MW,E,equ,ec-code
rxn10229,0.0,162656.37513733923,0.0,cpd00054_c0 + cpd15686_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15692_c0,
rxn10230,0.0,162656.37513733923,0.0,cpd00054_c0 + cpd15687_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15693_c0,
rxn10231,0.0,162656.37513733923,0.0,cpd00054_c0 + cpd15688_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15694_c0,
rxn10232,0.0,177113.75803865897,0.0,2.0 cpd00067_c0 + cpd15689_c0 --> cpd00011_c0 + cpd15695_c0,
rxn10233,0.0,177113.75803865897,0.0,2.0 cpd00067_c0 + cpd15690_c0 --> cpd00011_c0 + cpd15696_c0,
rxn10234,0.0,177113.75803865897,0.0,2.0 cpd00067_c0 + cpd15691_c0 --> cpd00011_c0 + cpd15697_c0,
rxn10235,0.0,177113.75803865897,0.0,2.0 cpd00067_c0 + cpd15692_c0 --> cpd00011_c0 + cpd15698_c0,
rxn10236,0.0,177113.75803865897,0.0,2.0 cpd00067_c0 + cpd15693_c0 --> cpd00011_c0 + cpd15699_c0,
rxn10237,0.0,177113.75803865897,0.0,2.0 cpd00067_c0 + cpd15694_c0 --> cpd00011_c0 + cpd15700_c0,
rxn10259,0.0,238838.71253417,0.0,cpd00080_c0 + cpd15683_c0 --> cpd00046_c0 + cpd15716_c0,
rxn10260,0.0,238838.71253417,0.0,cpd00080_c0 + cpd15684_c0 --> cpd00046_c0 + cpd15717_c0,
rxn10261,0.0,238838.71253417,0.0,cpd00080_c0 + cpd15685_c0 --> cpd00046_c0 + cpd15718_c0,
rxn10262,0.0,238838.71253417,0.0,cpd00080_c0 + cpd15686_c0 --> cpd00046_c0 + cpd15719_c0,
rxn10263,0.0,238838.71253417,0.0,cpd00080_c0 + cpd15687_c0 --> cpd00046_c0 + cpd15720_c0,
rxn10264,0.0,238838.71253417,0.0,cpd00080_c0 + cpd15688_c0 --> cpd00046_c0 + cpd15721_c0,
rxn10265,0.0,,,cpd00001_c0 + cpd15716_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15722_c0,
rxn10266,0.0,,,cpd00001_c0 + cpd15717_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15723_c0,
rxn10343,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd00531_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00531_e0,
rxn10344,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd04097_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd04097_e0,
rxn10476_num1,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd00149_c0 + cpd03913_c0 --> cpd00008_c0 + cpd00009_c0 + 5.0 cpd00067_c0 + cpd03914_c0,6.6.1.2
rxn10481,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd00058_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00058_c0 + cpd00067_c0,
rxn10570,0.0,,,cpd00116_e0 --> cpd00116_c0,
rxn10571,9.196848869150604e-05,,,cpd00001_c0 + cpd00002_c0 + cpd00254_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00254_c0,
rxn10577,0.0,,,cpd00528_e0 --> cpd00528_c0,
rxn10770_reverse_num1,0.0,,,cpd00004_c0 + cpd00067_c0 + cpd00447_c0 --> cpd00003_c0 + cpd00098_c0,1.1.1.-
rxn10902,38.54287204190716,40104.92004,0.0009610509634096047,cpd00003_c0 + cpd00079_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00911_c0,1.1.1.388
rxn10925,0.00010505187747035863,,,cpd00017_c0 + cpd11825_c0 --> cpd00019_c0 + cpd00067_c0 + cpd16099_c0,
rxn10952,0.0,,,cpd00036_e0 --> cpd00036_c0,
rxn10954,0.0004502223320158088,,,16.0 cpd00005_c0 + 23.0 cpd00067_c0 + cpd11488_c0 + 7.0 cpd11492_c0 --> 8.0 cpd00001_c0 + 16.0 cpd00006_c0 + 7.0 cpd00011_c0 + 7.0 cpd11493_c0 + cpd15268_c0,
rxn10996,0.003541355358640971,32414.17454709285,1.0925329452693364e-07,cpd00062_c0 + cpd03671_c0 --> cpd00012_c0 + cpd01482_c0,
rxn11567,0.0,41706.10177847574,0.0,cpd00001_c0 + cpd00947_c0 --> cpd00108_c0 + cpd00878_c0,
rxn11599_num1,0.0,142844.5262976977,0.0,cpd16471_c0 --> cpd00001_c0 + cpd03292_c0,
rxn11612,0.0,41706.10177847574,0.0,cpd00001_c0 + cpd12640_c0 --> cpd00108_c0 + cpd02996_c0,
rxn11663,9.08157766123087e-06,67341.87835680654,1.34857801457701e-10,cpd00003_c0 + cpd03607_c0 --> cpd00004_c0 + cpd00011_c0 + cpd08449_c0,
rxn11749,0.0,75928.15325189625,0.0,cpd00001_c0 + cpd00067_c0 + cpd16439_c0 --> cpd00013_c0 + cpd16329_c0,
rxn11755_num1,0.0,142844.5262976977,0.0,cpd00001_c0 + cpd16434_c0 --> cpd00067_c0 + cpd16435_c0,
rxn11759,0.0,87231.48521519224,0.0,cpd00103_c0 + cpd04810_c0 --> cpd00012_c0 + cpd00067_c0 + cpd16438_c0,
rxn11808_reverse,0.0,,,cpd00001_c0 + cpd08400_c0 --> cpd00042_c0 + cpd04806_c0,
rxn11809_num1,0.0,29735.11763541904,0.0,cpd00004_c0 + cpd00067_c0 + cpd04806_c0 --> cpd00003_c0 + cpd16365_c0,
rxn11834_num1,0.0,,,cpd00003_c0 + cpd16395_c0 --> cpd00004_c0 + cpd00067_c0 + cpd16396_c0,
rxn11838_num1,0.0,,,cpd00003_c0 + cpd16401_c0 --> cpd00004_c0 + cpd00067_c0 + cpd16402_c0,
rxn11944,0.042923726865092306,56222.23090980578,7.634653796280775e-07,cpd00017_c0 + cpd02555_c0 --> cpd00019_c0 + cpd00067_c0 + cpd02738_c0,
rxn11962,3.210011474064136e-31,87453.37008559227,3.6705406217306855e-36,4.0 cpd00007_c0 + 2.0 cpd00483_c0 --> 2.0 cpd00025_c0 + 2.0 cpd00067_c0 + 2.0 cpd00532_c0 + cpd03351_c0,
rxn12008,0.0,147865.49111150944,0.0,cpd00113_c0 + cpd02590_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02557_c0,
rxn12154,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd00542_c0 --> cpd00150_c0 + cpd12076_c0,
rxn12197,0.0,62087.95804953099,0.0,cpd00001_p0 + cpd00170_p0 --> cpd00067_p0 + cpd00222_p0,
rxn12224,0.0,,,cpd00007_c0 + cpd03446_c0 --> cpd00001_c0 + cpd03447_c0,
rxn12510,2.924032406882368e-06,1436.4104630622126,2.0356524002538717e-09,cpd00002_c0 + cpd00644_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02201_c0,2.7.1.33
rxn12512,2.924032406882368e-06,155.38869010006053,1.881753688122009e-08,cpd00002_c0 + cpd00084_c0 + cpd02201_c0 --> cpd00012_c0 + cpd00018_c0 + 2.0 cpd00067_c0 + cpd02666_c0,6.3.2.51
rxn12568,0.0,,,2.0 cpd00067_e0 + cpd11587_e0 --> 2.0 cpd00067_c0 + cpd11587_c0,
rxn12633_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11593_c0 --> cpd00035_c0 + cpd00041_c0,3.4.13.18
rxn12634_num1,0.0,159966.47571153136,0.0,cpd00001_c0 + cpd11592_c0 --> cpd00023_c0 + cpd00033_c0,
rxn12635_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11591_c0 --> cpd00033_c0 + cpd00060_c0,3.4.13.18
rxn12636_num1,0.0,159966.47571153136,0.0,cpd00001_c0 + cpd00067_c0 + cpd11590_c0 --> cpd00035_c0 + cpd00060_c0,
rxn12637_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11589_c0 --> cpd00033_c0 + cpd00041_c0,3.4.13.18
rxn12638_num1,0.0,159966.47571153136,0.0,cpd00001_c0 + cpd11588_c0 --> cpd00033_c0 + cpd00129_c0,
rxn12639_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11587_c0 --> cpd00035_c0 + cpd00053_c0,3.4.13.18
rxn12640_num1,0.0,159966.47571153136,0.0,cpd00001_c0 + cpd11586_c0 --> cpd00023_c0 + cpd00035_c0,
rxn12641_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11585_c0 --> cpd00033_c0 + cpd00035_c0,3.4.13.18
rxn12642_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11584_c0 --> cpd00035_c0 + cpd00119_c0,3.4.13.18
rxn12643_num1,0.0,802792.0215286833,0.0,cpd00001_c0 + cpd11583_c0 --> cpd00035_c0 + cpd00107_c0,3.4.13.18
