,fluxes,kcat_MW,E,equ,ec-code
rxn02687,0.0,1438.2172447604894,0.0,cpd00003_c0 + cpd01357_c0 --> cpd00004_c0 + cpd00067_c0 + cpd01447_c0,1.1.1.379
rxn02693,0.0,,,2.0 cpd00202_c0 + cpd01371_c0 --> 2.0 cpd00012_c0 + 2.0 cpd00067_c0 + cpd01373_c0,2.5.1.35
rxn02774,0.0,,,cpd00003_c0 + cpd01620_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd03426_c0,1.3.1.76
rxn02789_num1,0.0406861497680583,223792.4852520057,1.8180302042869272e-07,cpd01646_c0 --> cpd00001_c0 + cpd01710_c0,
rxn02791_reverse,0.0,,,cpd00001_c0 + cpd03407_c0 --> cpd00023_c0 + cpd01651_c0,
rxn02792,0.0,40162.13863905324,0.0,cpd00023_c0 + cpd00067_c0 + cpd01651_c0 --> cpd00001_c0 + cpd00011_c0 + cpd03646_c0,
rxn02795_num1,0.0,125374.10633937836,0.0,cpd00001_c0 + cpd03247_c0 --> cpd00033_c0 + cpd01663_c0,
rxn02796_num1,0.0,,,cpd00001_c0 + cpd03246_c0 --> cpd00210_c0 + cpd01663_c0,3.5.1.74
rxn02811_num1,0.0,223792.4852520057,0.0,cpd02693_c0 --> cpd00001_c0 + cpd01710_c0,
rxn02819_num1,0.0,,,cpd00017_c0 + cpd02787_c0 --> cpd00019_c0 + cpd00067_c0 + cpd01736_c0,2.1.1.99
rxn02834,0.008826417900654023,,,cpd00001_c0 + cpd01775_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd01777_c0,3.6.1.31
rxn02835,0.008826417900654023,891.0144477992719,9.906032301108592e-06,cpd00001_c0 + cpd01777_c0 --> cpd02979_c0,3.5.4.19
rxn02895,0.06857223527063289,81655.49945293267,8.397748557053264e-07,cpd00002_c0 + cpd00033_c0 + cpd01982_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02394_c0,6.3.4.13
rxn02897,0.0,,,cpd00873_c0 + cpd01997_c0 --> cpd00067_c0 + cpd00218_c0 + cpd02904_c0,2.4.2.21
rxn02914,0.0,87.72914008206958,0.0,cpd00024_c0 + cpd00738_c0 --> cpd00023_c0 + cpd02069_c0,2.6.1.52
rxn02916,0.0,,,cpd02074_c0 --> cpd00001_c0 + cpd00922_c0,
rxn02927,0.0,,,2.0 cpd00001_c0 + 2.0 cpd00067_c0 + cpd02103_c0 --> cpd00011_c0 + 2.0 cpd00013_c0 + cpd02160_c0,3.5.3.23
rxn02928,0.0,,,cpd00003_c0 + cpd02465_c0 --> cpd00004_c0 + cpd00067_c0 + cpd02120_c0,
rxn02937,0.06857223527063289,,,cpd00002_c0 + cpd02826_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02140_c0,6.3.3.1
rxn02938_num1,0.0,2240.6557638452828,0.0,cpd00067_c0 + cpd02893_c0 --> cpd00011_c0 + cpd02140_c0,4.1.1.21
rxn02939,9.08157766123087e-06,,,cpd00003_c0 + cpd02147_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03606_c0,1.1.1.290
rxn02945_num1,0.0,,,cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03211_c0,
rxn02961,0.0,193528.99562074264,0.0,cpd00052_c0 + cpd02233_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03379_c0,
rxn02962_num1,0.0,92564.47181797672,0.0,cpd00025_c0 + cpd02233_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00162_c0,
rxn02988,6.389418343938358e-06,,,cpd00095_c0 + cpd03470_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd02333_c0,2.5.1.72
rxn03002_num1,0.0,,,cpd00001_c0 + cpd02688_c0 --> cpd00009_c0 + cpd02380_c0,3.1.3.14
rxn03004,0.06857223527063289,208508.62917504343,3.2887001148075435e-07,cpd00201_c0 + cpd02394_c0 --> cpd00067_c0 + cpd00087_c0 + cpd02678_c0,
rxn03012,0.0,,,cpd02414_c0 --> cpd00001_c0 + cpd00067_c0 + cpd02465_c0,3.5.99.-
rxn03030,0.0,,,cpd00001_c0 + cpd00022_c0 + cpd02465_c0 --> cpd00010_c0 + cpd03289_c0,2.3.1.89
rxn03031_reverse,0.0281086155861416,,,cpd00001_c0 + cpd00078_c0 + cpd02465_c0 --> cpd00010_c0 + cpd02724_c0,2.3.1.117
rxn03035,0.0,,,cpd00001_c0 + cpd02513_c0 --> cpd00009_c0 + cpd02484_c0,3.1.3.66
rxn03052,0.042923726865092306,56222.23090980578,7.634653796280775e-07,cpd00135_c0 + cpd02738_c0 --> cpd00060_c0 + cpd02555_c0,
rxn03062,0.0406861497680583,63280.46970247305,6.429495539358846e-07,cpd00003_c0 + cpd02693_c0 --> cpd00004_c0 + cpd00067_c0 + cpd02605_c0,
rxn03063,0.0,0.4801811364265992,0.0,cpd00017_c0 + cpd03221_c0 --> cpd00019_c0 + cpd00067_c0 + cpd02755_c0,2.1.1.41
rxn03068,0.0,130551.2987962354,0.0,cpd00006_c0 + cpd02498_c0 --> cpd00005_c0 + cpd00067_c0 + cpd02569_c0,
rxn03080,1.5523753343636673e-05,18.410618690388784,8.431956364258855e-07,cpd02882_c0 + cpd11225_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd02656_c0,2.5.1.78
rxn03084,0.06857223527063289,30276.02325619834,2.264902318589488e-06,cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd02678_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + cpd00067_c0 + cpd02826_c0,6.3.5.3
rxn03087,0.0,,,cpd00024_c0 + cpd02698_c0 --> cpd00023_c0 + cpd02724_c0,2.6.1.17
rxn03094_num1,0.0,,,cpd00001_c0 + cpd03245_c0 --> cpd00033_c0 + cpd02733_c0,
rxn03095_num1,0.0,,,cpd00001_c0 + cpd03244_c0 --> cpd00210_c0 + cpd02733_c0,
rxn03108,0.0,6.600551604801788,0.0,cpd00002_c0 + cpd02775_c0 --> cpd00008_c0 + cpd02894_c0,2.7.4.7
rxn03114,0.0,122586.2969965046,0.0,cpd00289_c0 + cpd02797_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02824_c0,
rxn03120,0.0,,,cpd01140_c0 + cpd02807_c0 --> cpd00014_c0 + cpd02952_c0,2.4.2.25
rxn03130,0.0,,,cpd00001_c0 + cpd02835_c0 --> 2.0 cpd00067_c0 + cpd00091_c0 + cpd02930_c0,3.6.1.54
rxn03135,0.008826417900654023,659.5259241894398,1.3382973400934509e-05,cpd00053_c0 + cpd02991_c0 --> cpd00023_c0 + cpd00067_c0 + cpd02843_c0 + cpd02851_c0,4.3.2.10
rxn03136,0.06857223527063289,9137.410939981548,7.504558536443734e-06,cpd02921_c0 --> cpd00106_c0 + cpd02851_c0,4.3.2.2
rxn03137,0.07739865317128691,84585.84999084203,9.150307430813397e-07,cpd00201_c0 + cpd02851_c0 --> cpd00087_c0 + cpd02884_c0,
rxn03146,0.0,,,cpd00001_c0 + cpd02886_c0 --> cpd00029_c0 + cpd03584_c0,3.5.1.108
rxn03147_num1,0.06857223527063289,,,cpd00002_c0 + cpd00041_c0 + cpd02893_c0 --> cpd00008_c0 + cpd00009_c0 + 2.0 cpd00067_c0 + cpd02921_c0,6.3.2.6
rxn03150,0.0,,,cpd00001_c0 + cpd02904_c0 --> cpd00009_c0 + cpd03423_c0,
rxn03159,0.0,,,cpd02835_c0 + cpd02930_c0 --> cpd00014_c0 + cpd03002_c0,2.4.1.182
rxn03164,0.0013046402924064202,37128.24997454042,3.513874996265749e-08,cpd00002_c0 + cpd00731_c0 + cpd02964_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02968_c0,6.3.2.10
rxn03167,5.041031341948901e-06,75778.23408337162,6.65234734343734e-11,3.0 cpd00001_c0 + cpd02978_c0 --> 3.0 cpd00009_c0 + 2.0 cpd00067_c0 + cpd02961_c0,
rxn03174,0.0,20930.3027039147,0.0,cpd03666_c0 --> cpd00001_c0 + cpd02978_c0,
rxn03175,0.008826417900654023,4405.974692915135,2.0032838397476543e-06,cpd02979_c0 --> cpd02991_c0,5.3.1.16
rxn03181,0.0,,,cpd00002_c0 + cpd03002_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02993_c0,2.7.1.130
rxn03182,0.0,,,cpd02546_c0 + cpd02993_c0 --> cpd00046_c0 + cpd00067_c0 + cpd03585_c0,2.4.99.12
rxn03185,0.0,147865.49111150944,0.0,cpd00112_c0 + cpd02999_c0 --> cpd00046_c0 + cpd00067_c0 + cpd03660_c0,
rxn03194_num1,0.0406861497680583,73594.31699208387,5.52843635636087e-07,cpd00094_c0 + cpd03049_c0 --> cpd00056_c0 + cpd00498_c0,
rxn03273,0.0,5155.884529116179,0.0,cpd00001_c0 + cpd03199_c0 --> cpd00190_c0 + cpd03193_c0,3.2.1.23
rxn03282_num1,0.0,132186.4072802397,0.0,cpd00003_c0 + cpd03227_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03228_c0,
rxn03323,0.0,,,cpd00001_c0 + 2.0 cpd00067_c0 + cpd03280_c0 --> cpd00011_c0 + cpd00013_c0 + cpd03281_c0,3.5.1.-
rxn03333_num1,0.0,,,cpd00003_c0 + cpd03306_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03307_c0,1.1.1.1
rxn03360_reverse,0.0,,,cpd00067_c0 + cpd03362_c0 --> cpd00011_c0 + cpd03349_c0,
rxn03366,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00006_c0 + cpd03365_c0 --> cpd00005_c0 + 2.0 cpd00067_c0 + cpd03366_c0,
rxn03378_num1,0.0,,,cpd00001_c0 + cpd03393_c0 --> cpd00182_c0 + cpd03397_c0,
rxn03384,0.0,15662.50922427245,0.0,4.0 cpd00067_c0 + cpd03414_c0 --> 4.0 cpd00011_c0 + cpd03416_c0,4.1.1.37
rxn03393,0.0,,,cpd00067_c0 + cpd03443_c0 --> cpd00011_c0 + cpd03444_c0,4.1.1.98
rxn03394,0.0,,,cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd03444_c0 --> cpd00001_c0 + cpd00006_c0 + cpd03445_c0,1.14.13.240
rxn03395,0.0,,,cpd00017_c0 + cpd03445_c0 --> cpd00019_c0 + cpd00067_c0 + cpd03446_c0,2.1.1.222
rxn03397,0.0,,,cpd00017_c0 + cpd03447_c0 --> cpd00019_c0 + cpd00067_c0 + cpd03448_c0,2.1.1.163
rxn03406,0.0,7626.855294399269,0.0,cpd00002_c0 + cpd00013_c0 + cpd03487_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03488_c0,
rxn03407,0.0,7626.855294399269,0.0,cpd00002_c0 + cpd00013_c0 + cpd03491_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03492_c0,
rxn03408,0.0013046402924064202,112669.38920910924,1.1579367755203389e-08,cpd00037_c0 + cpd03494_c0 --> cpd00014_c0 + cpd03495_c0,
rxn03409,0.0,7626.855294399269,0.0,cpd00002_c0 + cpd00013_c0 + cpd03495_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03496_c0,
rxn03419,0.0,20930.3027039147,0.0,cpd00001_c0 + cpd03518_c0 --> cpd00047_c0 + cpd00067_c0 + cpd03519_c0,
rxn03421,0.0,20930.3027039147,0.0,cpd03519_c0 --> cpd03666_c0,
rxn03422,0.0,,,cpd00001_c0 + cpd00003_c0 + cpd03526_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd03525_c0,1.2.1.71
rxn03435,0.0,130551.2987962354,0.0,cpd00006_c0 + cpd02535_c0 --> cpd00005_c0 + cpd00067_c0 + cpd10162_c0,
rxn03436,0.0406861497680583,,,cpd00498_c0 --> cpd10162_c0,5.4.99.3
rxn03437,0.0406861497680583,2077.4074887576962,1.9585059738274504e-05,cpd02535_c0 --> cpd00001_c0 + cpd00508_c0,4.2.1.9
rxn03439,0.0,,,cpd02546_c0 + cpd03585_c0 --> cpd00046_c0 + cpd00067_c0 + cpd03586_c0,2.4.99.13
rxn03445,0.0,113891.37994318668,0.0,cpd00024_c0 + cpd03607_c0 --> cpd00023_c0 + cpd03606_c0,
rxn03446,0.0,94731.92824944496,0.0,cpd00001_c0 + cpd03607_c0 --> cpd00009_c0 + cpd03608_c0,
rxn03462,0.0,41706.10177847574,0.0,cpd00001_c0 + cpd03657_c0 --> cpd00108_c0 + cpd03656_c0,
rxn03463,0.0,147865.49111150944,0.0,cpd00112_c0 + cpd03658_c0 --> cpd00046_c0 + cpd00067_c0 + cpd03659_c0,
rxn03511,0.0,,,cpd03830_c0 --> cpd03831_c0,5.1.3.20
rxn03536,0.0,,,cpd00002_c0 + cpd03918_c0 --> cpd00008_c0 + cpd00067_c0 + cpd03919_c0,2.7.1.156
rxn03537,0.0,,,cpd00038_c0 + cpd03919_c0 --> cpd00012_c0 + cpd03920_c0,2.7.7.62
rxn03538,0.0,,,cpd03423_c0 + cpd03920_c0 --> cpd00067_c0 + cpd00126_c0 + cpd00166_c0,2.7.8.26
rxn03618,0.0,64303.7567294692,0.0,cpd00003_c0 + cpd00055_c0 + cpd04105_c0 --> cpd00004_c0 + cpd00067_c0 + cpd04106_c0,
rxn03638,0.0041992987399292305,18119.990546741006,2.317494994877081e-07,cpd00022_c0 + cpd03671_c0 --> cpd00010_c0 + cpd00067_c0 + cpd02611_c0,2.3.1.157
rxn03762,0.0,,,cpd00051_c0 + cpd00102_c0 --> cpd00009_c0 + cpd00067_c0 + cpd04058_c0,2.5.1.66
rxn03839,0.0,13625.8876338585,0.0,cpd00001_c0 + cpd01150_c0 --> cpd00013_c0 + cpd00400_c0,3.5.1.4
rxn03841,5.041031341948901e-06,,,cpd08210_c0 --> cpd00020_c0 + cpd00067_c0 + cpd00443_c0,4.1.3.38
rxn03842,0.0,76634.65636846363,0.0,cpd00001_c0 + cpd01419_c0 --> cpd00013_c0 + cpd00465_c0,3.5.3.26
rxn03843,0.0,,,cpd00113_c0 + cpd00350_c0 --> cpd00012_c0 + cpd00067_c0 + cpd08211_c0,2.5.1.-
rxn03848,0.0,233792.9509852799,0.0,cpd00001_c0 + cpd00067_c0 + cpd03963_c0 --> cpd00011_c0 + cpd00013_c0 + cpd00073_c0,
rxn03849,0.0,1401.3361794330765,0.0,cpd00001_c0 + cpd03963_c0 --> cpd00013_c0 + cpd00742_c0,3.5.1.84
rxn03869,0.0,150513.16416806192,0.0,cpd00001_c0 + cpd06707_c0 --> cpd00013_c0 + cpd00153_c0,
rxn03884,39.994283420550175,55744.83829790924,0.0007174526761888589,cpd02711_c0 --> cpd00020_c0 + cpd00102_c0,"4.1.2.14,4.1.2.55"
rxn03887,0.0,,,cpd00652_c0 --> cpd00001_c0 + cpd00515_c0,4.2.1.42
rxn03891,0.0,147865.49111150944,0.0,cpd00113_c0 + cpd00906_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02590_c0,
rxn03892,0.0,147865.49111150944,0.0,cpd00113_c0 + cpd02591_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00906_c0,
rxn03893,0.0,,,cpd00136_c0 + cpd02557_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03443_c0,2.5.1.39
rxn03901,0.0013046402924064202,164110.51384998226,7.949766665157275e-09,cpd00001_c0 + cpd02229_c0 --> cpd00009_c0 + 2.0 cpd00067_c0 + cpd00286_c0,
rxn03903,0.0,122855.58972436575,0.0,cpd00286_c0 + cpd02862_c0 --> cpd00091_c0 + cpd02948_c0,
rxn03904,0.0013046402924064202,92534.61075282792,1.4098943971259417e-08,cpd00286_c0 + cpd02968_c0 --> cpd00091_c0 + cpd03494_c0,2.7.8.13
rxn03907_num1,0.02465873842733808,,,cpd00052_c0 + cpd08286_c0 --> cpd00012_c0 + cpd08287_c0,2.7.7.60
rxn03908,0.02465873842733808,,,cpd00002_c0 + cpd08287_c0 --> cpd00008_c0 + cpd00067_c0 + cpd08288_c0,2.7.1.148
rxn03909_num1,0.024667820004999313,25576.57056646002,9.644694131647032e-07,cpd00020_c0 + cpd00067_c0 + cpd00102_c0 --> cpd00011_c0 + cpd08289_c0,2.2.1.7
rxn03910,0.02465873842733808,234.9589612870422,0.00010494912938099539,cpd08288_c0 --> cpd00046_c0 + cpd08301_c0,4.6.1.12
rxn03915,0.0,1923.1176147704728,0.0,cpd00001_c0 + cpd00003_c0 + cpd01956_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd01129_c0,1.2.1.78
rxn03916,0.0,,,cpd00002_c0 + cpd04920_c0 --> cpd00012_c0 + cpd03830_c0,2.7.7.70
rxn03917,0.0,,,cpd00238_c0 --> cpd04918_c0,
rxn03918,0.0,,,cpd00002_c0 + cpd04918_c0 --> cpd00008_c0 + cpd00067_c0 + cpd08316_c0,
rxn03919,0.0,,,cpd00001_c0 + cpd08316_c0 --> cpd00009_c0 + cpd04920_c0,3.1.3.82
rxn03921,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd08279_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd02045_c0,
rxn03933,0.0,112669.38920910924,0.0,cpd00037_c0 + cpd02948_c0 --> cpd00014_c0 + cpd03491_c0,
rxn03951,0.0,67341.87835680654,0.0,cpd00003_c0 + cpd03607_c0 --> cpd00004_c0 + cpd00067_c0 + cpd04539_c0,
rxn03958,0.0,53534.98706225239,0.0,cpd00006_c0 + cpd08286_c0 --> cpd00005_c0 + cpd00067_c0 + cpd08289_c0,1.1.1.267
rxn04068_num1,0.0,,,cpd00001_c0 + cpd01318_c0 --> cpd00033_c0 + cpd00526_c0,3.5.1.24
rxn04070,9.08157766123087e-06,,,cpd08289_c0 + cpd08449_c0 --> 2.0 cpd00001_c0 + cpd00009_c0 + cpd00067_c0 + cpd00478_c0,2.6.99.2
rxn04113,0.0,364.8936148967517,0.0,cpd00005_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00113_c0,1.17.7.4
rxn04132,0.0,,,cpd00001_c0 + cpd08625_c0 --> cpd00011_c0 + cpd01567_c0,
rxn04133,0.0,,,cpd00001_c0 + cpd08625_c0 --> cpd00011_c0 + cpd01092_c0,
rxn04137,0.0,173119.31240853446,0.0,cpd00006_c0 + cpd00054_c0 --> cpd00005_c0 + cpd00067_c0 + cpd08626_c0,
rxn04270,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd02708_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd08741_c0,
rxn04271,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd08739_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd08740_c0,
rxn04453_num1,0.0,2689.8103936455245,0.0,cpd00001_c0 + cpd08625_c0 --> cpd00067_c0 + cpd09027_c0,3.5.2.17
rxn04457,0.0,,,cpd00067_c0 + cpd09027_c0 --> cpd00011_c0 + cpd01567_c0,
rxn04658,0.0,39.64612007088792,0.0,cpd00005_c0 + cpd00067_c0 + cpd09350_c0 --> cpd00006_c0 + cpd00009_c0 + cpd09351_c0,1.2.1.103
rxn04674,0.0,174225.35897477553,0.0,cpd00017_c0 + cpd09410_c0 --> cpd00019_c0 + cpd00067_c0 + cpd01401_c0,
rxn04704_num1,0.0,15814.055604586454,0.0,2.0 cpd00017_c0 + cpd02083_c0 --> 2.0 cpd00011_c0 + 2.0 cpd00060_c0 + cpd00791_c0 + 2.0 cpd03091_c0,1.3.98.3
rxn04723,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd09790_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd09791_c0,
rxn04726_num1,0.0,29735.11763541904,0.0,cpd00003_c0 + cpd09792_c0 --> cpd00004_c0 + cpd00067_c0 + cpd09793_c0,
rxn04727,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd09793_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd09794_c0,
rxn04736_num1,0.0,,,cpd00003_c0 + cpd01859_c0 --> cpd00004_c0 + cpd00067_c0 + cpd09802_c0,
rxn04737,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd09802_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd09804_c0,
rxn04744,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd09811_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd09812_c0,
rxn04757,0.0,92043.22046941212,0.0,cpd05521_c0 --> cpd05513_c0,
rxn04760,0.0,92043.22046941212,0.0,cpd09433_c0 --> cpd09434_c0,
rxn04792,0.0,120631.13465447792,0.0,cpd00003_c0 + cpd09879_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00759_c0,
rxn04794,0.0,,,cpd00010_c0 + cpd00094_c0 --> cpd00047_c0 + cpd00086_c0,2.3.1.-
rxn04809,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10483_c0 --> cpd10488_c0,
rxn04810,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10484_c0 --> cpd10490_c0,
rxn04811,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10484_c0 --> cpd10489_c0,
rxn04830,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10499_c0 --> cpd10500_c0,
rxn04831,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10499_c0 --> cpd10501_c0,
rxn04832,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10497_c0 --> cpd10502_c0,
rxn04833,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10497_c0 --> cpd10503_c0,
rxn04872,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10536_c0 --> cpd10544_c0,
rxn04873,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10537_c0 --> cpd10545_c0,
rxn04886,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10548_c0 --> cpd10552_c0,
rxn04887_reverse,0.0,,,cpd00001_c0 + cpd10553_c0 --> cpd00042_c0 + cpd10549_c0,
rxn04894,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10555_c0 --> cpd10558_c0,
rxn04895,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10554_c0 --> cpd00067_c0 + cpd00099_c0 + cpd10562_c0,
rxn04896,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10556_c0 --> cpd00067_c0 + cpd00099_c0 + cpd10561_c0,
rxn04903,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd04167_c0 --> cpd00067_c0 + cpd00099_c0 + cpd10565_c0,
rxn04908_num1,0.0,,,cpd00004_c0 + cpd00067_c0 + cpd04248_c0 --> cpd00001_c0 + cpd00003_c0 + cpd04661_c0,
rxn04916,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd07971_c0 --> cpd00067_c0 + 2.0 cpd00966_c0 + cpd10571_c0,
rxn04919,0.0,144826.9151365623,0.0,cpd00042_c0 + cpd10567_c0 --> cpd00067_c0 + cpd00966_c0 + cpd10568_c0,
rxn04954,0.0,142784.7282822615,0.0,cpd00003_c0 + cpd00345_c0 --> cpd00004_c0 + cpd00067_c0 + cpd00125_c0,
rxn04996,0.0,364.8936148967517,0.0,cpd00005_c0 + cpd00067_c0 + cpd08615_c0 --> cpd00001_c0 + cpd00006_c0 + cpd00202_c0,1.17.7.4
rxn05005_num1,0.0,92564.47181797672,0.0,cpd00017_c0 + cpd00774_c0 --> cpd00019_c0 + cpd00067_c0 + cpd11206_c0,
rxn05006_num1,0.0,92564.47181797672,0.0,cpd00017_c0 + cpd11206_c0 --> cpd00019_c0 + cpd01620_c0,
rxn05012,0.0,,,cpd00146_c0 + cpd00342_c0 --> cpd00009_c0 + cpd00067_c0 + cpd11209_c0,2.1.3.9
rxn05023_num1,0.0,4675.389910253073,0.0,cpd00001_c0 + cpd11217_c0 --> cpd00010_c0 + cpd00067_c0 + cpd02295_c0,3.1.2.28
rxn05029,0.0,12825.975779439888,0.0,cpd00002_c0 + cpd03422_c0 --> cpd00421_c0 + cpd03918_c0,2.5.1.17
rxn05031_num1,0.0,146570.4288325606,0.0,cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03205_c0,
rxn05034,0.0,136163.6591335352,0.0,cpd00136_c0 + cpd02172_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02419_c0,
rxn05039,7.761876671818336e-06,,,cpd00001_c0 + cpd02720_c0 --> cpd00009_c0 + cpd02882_c0,3.1.3.104
rxn05040_num1,1.5523753343636673e-05,,,cpd00171_c0 --> cpd00047_c0 + cpd00067_c0 + cpd11225_c0,4.1.99.12
rxn05059,0.0,259.17724725723167,0.0,2.0 cpd00001_c0 + cpd00356_c0 --> cpd00012_c0 + cpd00013_c0 + cpd00067_c0 + cpd00299_c0,3.5.4.30
rxn05070,0.003914848689014474,45.75741359891495,8.555659905365166e-05,cpd00559_c0 --> cpd03751_c0,5.4.99.17
rxn05071,0.00019494104887520566,,,cpd00001_c0 + cpd00559_c0 --> cpd03750_c0,4.2.1.129
rxn05072,0.002989200000000001,,,cpd00079_c0 --> cpd02484_c0,5.5.1.4
rxn05116,0.0,67341.87835680654,0.0,cpd00067_c0 + cpd04539_c0 --> cpd00011_c0 + cpd08449_c0,
rxn05126,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00003_c0 + cpd11341_c0 --> cpd00004_c0 + 2.0 cpd00067_c0 + cpd11408_c0,
rxn05127,0.0,64303.7567294692,0.0,cpd00001_c0 + cpd00006_c0 + cpd11341_c0 --> cpd00005_c0 + 2.0 cpd00067_c0 + cpd11408_c0,
rxn05187,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd03424_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03424_c0,
rxn05189_num1,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd03725_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03725_c0,7.2.2.18
rxn05198,0.0,,,cpd00067_e0 + cpd00367_e0 --> cpd00067_c0 + cpd00367_c0,
rxn05199,0.0,,,cpd00067_e0 + cpd00249_e0 --> cpd00067_c0 + cpd00249_c0,
rxn05200,0.0,,,cpd00067_e0 + cpd00184_e0 --> cpd00067_c0 + cpd00184_c0,
rxn05201,0.0,,,cpd00067_e0 + cpd00226_e0 --> cpd00067_c0 + cpd00226_c0,
rxn05205,0.0,,,cpd00067_e0 + cpd00654_e0 --> cpd00067_c0 + cpd00654_c0,
rxn05229,0.06857223527063289,48510.12861123621,1.4135653158163299e-06,cpd00002_c0 + cpd00242_c0 + cpd02140_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd02893_c0,
rxn05231_num1,0.0,118363.19695452416,0.0,cpd00008_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00177_c0 + cpd11420_c0,
rxn05232,0.001533436646243366,,,cpd00002_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00115_c0 + cpd11420_c0,
rxn05233_num1,0.0,118363.19695452416,0.0,cpd00031_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00295_c0 + cpd11420_c0,
rxn05234,0.0013168173430565704,,,cpd00038_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00241_c0 + cpd11420_c0,
rxn05235,0.0013168173430565704,,,cpd00052_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00356_c0 + cpd11420_c0,
rxn05236,0.0,,,cpd00062_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00358_c0 + cpd11420_c0,
