reactions,data_type,kcat,MW,kcat_MW
rxn00190,DLkcat,6.5887,61597.68400000016,385.0683736745677
rxn12512,DLkcat,6.5838,45362.37480000003,522.4964544845652
rxn09177,DLkcat,6.5838,45362.37480000003,522.4964544845652
rxn01270_reverse_num4,DLkcat,6.5482,40262.753000000055,585.4920054771209
rxn12197,DLkcat,6.5103,38452.212600000006,304.75593490295006
rxn00527_num2,DLkcat,6.4733,44113.94880000004,528.2655630230041
rxn00260_num3,DLkcat,6.4733,44113.94880000004,528.2655630230041
rxn02339_num3,DLkcat,6.4733,44113.94880000004,528.2655630230041
rxn27697,DLkcat,6.4733,44113.94880000004,528.2655630230041
rxn01362_num1,DLkcat,6.4155,20779.9078,555.7243136564832
rxn08521_reverse,DLkcat,6.2813,31443.13750000002,359.5805285016482
rxn02303,DLkcat,6.2212,32645.3654,343.0244955996112
rxn06673,DLkcat,6.2204,31280.837099999982,341.6345104715388
rxn01641_reverse,DLkcat,6.16,32482.2291,682.7117662315853
rxn01137_num1,DLkcat,6.1287,58348.04170000012,378.1329991062914
rxn01641,DLkcat,6.0706,32482.2291,672.803579234653
rxn02283,DLkcat,6.0706,32482.2291,672.803579234653
rxn06937_num2,DLkcat,6.0537,50634.08350000013,430.4081064289421
SacB,DLkcat,5.95,46761.4499,458.0696288461321
rxn00157_reverse_num1,DLkcat,5.9447,86086.06540000046,124.29955940348908
rxn01575_reverse,DLkcat,5.9353,40494.70509999999,527.6512064289611
rxn02988,DLkcat,5.8798,36252.40810000005,583.8861777571123
rxn01740,DLkcat,5.848,31557.856700000026,333.5587742877352
rxn00256_num2,DLkcat,5.7546,62510.82230000015,165.70378726244934
rxn02811_reverse_num1,DLkcat,5.7271,21336.0101,966.3268766450389
rxn02789_reverse_num1,DLkcat,5.7271,21336.0101,966.3268766450389
rxn06441,DLkcat,5.7248,95426.6388000006,215.96988282479325
rxn02792,DLkcat,5.7209,59444.52770000018,346.4614960680382
rxn01843_reverse,DLkcat,5.6877,31723.728300000017,645.4386384339317
rxn00213,DLkcat,5.5981,31704.21310000001,635.6618893657383
rxn00547_reverse_num2,DLkcat,5.5877,32608.92340000001,616.8777715611425
rxn00461_reverse,DLkcat,5.5267,44754.36840000005,444.5626362587652
rxn02320_reverse_num3,DLkcat,5.5092,40262.753000000055,163.9836427252336
rxn02320_reverse_num1,DLkcat,5.5092,40262.753000000055,492.5922477283154
rxn02320_reverse_num2,DLkcat,5.5092,40262.753000000055,492.5922477283154
rxn02320_reverse_num4,DLkcat,5.5092,40262.753000000055,492.5922477283154
rxn00907,DLkcat,5.4638,31443.13750000002,312.78176358831854
rxn00507,DLkcat,5.4383,49622.11210000003,394.53943356030567
rxn00461,DLkcat,5.4324,44754.36840000005,436.9772314784802
rxn03909_num1,DLkcat,999.0,70306.53290000027,51153.14113292004
rxn00547_num2,DLkcat,5.3474,32608.92340000001,590.348836846297
rxn02914,DLkcat,5.2986,41924.49620000008,454.983642713397
rxn00710,DLkcat,999.0,25302.85239999999,142134.17298359616
rxn04453_num1,DLkcat,5.1778,48678.15230000007,382.9249698123808
rxn01791_num1,DLkcat,5.1233,32259.14630000004,285.87055324523544
rxn00771,DLkcat,5.0987,22094.250300000014,207.69340157244423
rxn06936,DLkcat,5.0571,66456.74600000016,136.97300195829598
rxn06297_reverse,DLkcat,4.9567,32291.772000000037,552.5903007118959
rxn02474_reverse,DLkcat,4.8185,35145.1102,493.5707955185186
rxn03909_num2,DLkcat,4.7986,70512.78590000025,122.49523103865864
rxn02181_reverse,DLkcat,4.7124,65391.18330000021,259.4331398190181
rxn02475_num2,DLkcat,4.7053,47476.72140000004,356.78706322800093
rxn01101_reverse_num2,DLkcat,4.6934,56312.06600000009,300.046529992346
LIPOS_reverse,DLkcat,4.6429,35661.46010000007,468.69757865017885
rxn00721,DLkcat,4.596,104392.0030000008,158.49489926924645
rxn00763_reverse_num3,DLkcat,4.5087,36122.01000000002,449.3470878281688
rxn06538,DLkcat,4.4441,32482.2291,492.5388571931474
rxn00686,DLkcat,4.3888,16114.201099999987,980.4817441430596
rxn02895,DLkcat,4.3576,44043.57359999999,356.1781825986982
rxn00285,DLkcat,4.2324,30189.289299999964,105.50204363747947
rxn09206,DLkcat,4.1932,29355.374000000003,514.2336118763126
rxn00138,DLkcat,4.1043,61597.68400000016,239.87070682722364
rxn05349,DLkcat,4.0855,34208.45360000005,214.97317844265223
rxn00313,DLkcat,58.0,45248.38000000007,4614.529846151391
rxn00124_reverse,DLkcat,3.9728,36737.325000000055,389.3065159207966
rxn03063,DLkcat,3.9419,33586.088200000006,211.2606850118377
rxn07312,DLkcat,3.9419,33586.088200000006,211.2606850118377
rxn00285_reverse,DLkcat,3.9368,30189.289299999964,98.1335519780808
rxn02305_num1,DLkcat,3.743,25613.5957,526.0799833738299
rxn06449,DLkcat,3.7309,100415.09800000064,133.75717663493106
rxn00346,DLkcat,3.6974,43423.76160000006,306.528948887744
rxn27697_reverse,DLkcat,3.679,44113.94880000004,300.23156757166083
rxn00692_reverse,DLkcat,3.6413,45812.76890000008,143.06797334836466
rxn03958_reverse,DLkcat,3.5519,41857.634100000105,152.74202991802596
rxn09210,DLkcat,3.534,29355.374000000003,433.3925365760967
rxn03185,DLkcat,3.5261,32291.772000000037,393.10199514600777
rxn06728,DLkcat,3.5261,32291.772000000037,393.10199514600777
rxn06735,DLkcat,3.5261,32291.772000000037,393.10199514600777
rxn06750,DLkcat,3.5261,32291.772000000037,393.10199514600777
rxn06759,DLkcat,3.5261,32291.772000000037,393.10199514600777
rxn03463,DLkcat,3.5261,32291.772000000037,393.10199514600777
rxn02230_num2,DLkcat,3.51,36263.08070000004,174.22678597739747
rxn02229,DLkcat,3.51,36263.08070000004,174.22678597739747
rxn02199,DLkcat,3.4895,41184.12490000007,152.51264935824798
rxn01303_num1,DLkcat,3.4895,41184.12490000007,152.51264935824798
rxn00216,DLkcat,3.4423,34896.61570000001,355.1140920521985
rxn02914_reverse,DLkcat,3.4323,41924.49620000008,294.72697634944933
rxn01231,DLkcat,3.3832,43423.76160000006,280.4805376418606
rxn01520,DLkcat,3.3821,33586.088200000006,181.2589773405049
rxn01143,DLkcat,3.3697,22094.250300000014,137.2633132521359
rxn05006_reverse_num2,DLkcat,3.3592,30948.072900000043,390.7551865693059
rxn03446,DLkcat,3.3421,50403.68980000014,238.70395297925128
rxn00543_num2,DLkcat,3.2937,36122.01000000002,328.2574806883668
rxn00141_num1,DLkcat,3.266,50846.85770000005,231.23552824779557
rxn07312_reverse,DLkcat,3.1869,33586.088200000006,170.7975029970891
rxn03063_reverse,DLkcat,3.1869,33586.088200000006,170.7975029970891
rxn03147_num2,DLkcat,3.1781,38452.43100000005,297.5406158325851
rxn00907_reverse,DLkcat,3.1773,31443.13750000002,181.8883373200272
rxn12636_reverse_num3,DLkcat,3.1728,97500.04640000068,117.1494827103992
rxn01257_reverse_num1,DLkcat,3.1633,22648.8802,502.8010170675017
rxn01843,DLkcat,3.1522,31723.728300000017,357.7107927758918
rxn03933,DLkcat,3.1366,42379.20130000007,266.4457954284283
rxn03408,DLkcat,3.1366,42379.20130000007,266.4457954284283
rxn00527_reverse_num2,DLkcat,3.1238,44113.94880000004,254.92344951898727
rxn00543_reverse_num2,DLkcat,3.117,36122.01000000002,310.64716498334377
rxn01858_num2,DLkcat,3.0881,58348.04170000012,190.53184436179592
rxn02339_reverse_num3,DLkcat,3.0429,44113.94880000004,248.32145609236392
rxn02938_num1,DLkcat,2.9998,39765.14440000001,135.78826586632485
rxn01518,DLkcat,2.9691,22094.250300000014,120.94504061991177
rxn01465_num1,DLkcat,2.9492,43147.247800000085,246.06714312841936
rxn00497,DLkcat,2.9429,98748.30470000068,26.821827554878325
rxn02305_reverse_num1,DLkcat,2.9408,25613.5957,413.3304876050652
rxn00470_num2,DLkcat,2.9234,45248.38000000007,116.29410820895669
rxn00912_num1,DLkcat,2.9203,29231.115600000005,35.96537382924926
rxn02474,DLkcat,2.9152,35145.1102,298.6110995321335
rxn08103_num2,DLkcat,2.872,45812.76890000008,112.84190246793816
rxn03445_reverse,DLkcat,2.8487,41924.49620000008,244.61403068690856
rxn00980_num2,DLkcat,2.8418,25689.355699999986,398.2380920514875
rxn00544,DLkcat,2.8406,60924.83610000011,41.96219741656384
rxn00470_num1,DLkcat,2.8114,43423.76160000006,233.0760769467743
rxn02200,DLkcat,2.8061,40155.666000000034,251.569977696298
rxn07841,DLkcat,2.7718,40155.666000000034,248.49494464865785
rxn07842,DLkcat,2.7718,40155.666000000034,248.49494464865785
rxn00912_reverse_num1,DLkcat,2.7575,29231.115600000005,33.96038706097142
rxn00405,DLkcat,2.7341,43423.76160000006,226.6676040336401
rxn01257_num1,DLkcat,2.6976,22648.8802,428.7788144157344
rxn01069,DLkcat,4080.0,50403.68980000014,291407.23741220945
rxn06434,DLkcat,2.6666,66456.74600000016,72.22562476953037
rxn00902,DLkcat,450.0,62510.82230000015,25915.512552775937
rxn30633,DLkcat,2.6276,75194.6988000005,125.7982298081888
rxn15166,DLkcat,2.6276,75194.6988000005,125.7982298081888
rxn02015_num1,DLkcat,2.6075,38084.72790000004,246.4767511178671
rxn03445,DLkcat,2.6055,41924.49620000008,223.7307743724297
rxn02475_num1,DLkcat,2.5734,35145.1102,263.5996856256834
rxn02008,DLkcat,2.5605,47475.7433000001,194.158097573166
rxn00780,DLkcat,2.5528,39727.32829999998,231.3289212554473
rxn00646,DLkcat,2.5453,52543.92310000007,87.1944790129307
rxn07292,DLkcat,2.5407,42312.76140000008,108.08228649430552
rxn06297,DLkcat,2.5046,32291.772000000037,279.221592422986
rxn06874_num1,DLkcat,2.5042,54984.86900000005,81.9781893087714
rxn02285,DLkcat,2.4926,33904.4008,264.6665267123671
rxn05229,DLkcat,2.4821,39765.14440000001,90.78111109506357
rxn02285_reverse,DLkcat,2.481,33904.4008,263.43482820082755
rxn00194,DLkcat,2.4388,43423.76160000006,202.18607685060584
rxn02229_reverse,DLkcat,2.4381,36263.08070000004,121.02060595199224
rxn00060,DLkcat,2.4317,33550.18180000004,260.92615688896177
rxn01530_num2,DLkcat,2.393,40144.77750000001,107.29664649405514
rxn01603,DLkcat,2.3913,48082.21290000009,179.04084443667492
rxn45829,DLkcat,2.3488,32969.27730000003,256.4714999075819
rxn01917_reverse,DLkcat,2.3314,31709.23490000002,264.6875595222889
rxn00633,DLkcat,2.3223,47189.04180000007,44.29142699820611
rxn06874_num3,DLkcat,2.3129,32051.21680000004,129.89272844081214
rxn00770,DLkcat,311.0,33609.35940000003,33312.14935325423
rxn00763_num3,DLkcat,2.2796,36122.01000000002,227.19001517357404
rxn00678_reverse,DLkcat,2.2782,34649.92220000005,19.724719612790327
rxn00202,DLkcat,2.2699,41256.770700000045,198.06785313907253
rxn12154_reverse,DLkcat,2.2482,32969.27730000003,245.4867277300007
rxn01101_num2,DLkcat,2.225,56312.06600000009,142.24304965120595
rxn39451,DLkcat,2.2039,26771.21209999999,296.3646162289381
rxn39452,DLkcat,2.2039,26771.21209999999,296.3646162289381
rxn06440,DLkcat,2.1981,106261.1865000008,74.46895955749507
rxn02937,DLkcat,2.1681,38452.43100000005,202.98222497298
rxn01917,DLkcat,187.5,31709.23490000002,21287.173977193615
rxn03958,DLkcat,2.1467,41857.634100000105,92.31434320364492
rxn01213,DLkcat,2.1463,32291.772000000037,239.27705175175868
rxn02796_num1,DLkcat,2.1216,38084.72790000004,200.5465293084053
rxn00851,DLkcat,2.1112,35214.16500000002,215.8313281033356
rxn03397,DLkcat,2.0913,27406.10640000001,274.7081212528605
rxn06937_num1,DLkcat,2.0857,53892.32760000007,139.32447037229082
rxn09205,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn09207,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn10231,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn10230,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn10229,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn10228,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn10227,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn10226,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn09211,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn09208,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn09209,DLkcat,2.0814,29355.374000000003,255.2527520173989
rxn02465,DLkcat,2.071,33836.32870000001,220.3430539436744
rxn01858_num1,DLkcat,2.0697,37880.82990000003,196.69368436935943
rxn00692,DLkcat,2.0156,45812.76890000008,79.1936415788218
rxn02230_reverse_num2,DLkcat,1.9526,36263.08070000004,96.9217157548337
rxn06438,DLkcat,1.9523,75001.91590000041,32.52361058745271
rxn04070,DLkcat,1.9304,27970.85060000003,31.0566172056276
rxn08850,DLkcat,1.8997,41794.90760000004,163.63046104688587
rxn01018,DLkcat,417.0,34649.92220000005,43324.77260223106
rxn08848,DLkcat,1.8359,41794.90760000004,158.13505471178493
rxn10199_reverse_num2,DLkcat,1.7758,95517.00090000044,66.92923709668078
rxn00707,DLkcat,1.7708,22854.669100000003,278.9311878508011
rxn01671,DLkcat,1.7639,34272.878300000004,185.27886524196597
rxn08846,DLkcat,1.7638,41794.90760000004,151.92472874374758
rxn30415_reverse_num2,DLkcat,1.7638,29023.648300000008,218.77607991825064
rxn08838,DLkcat,1.7586,41794.90760000004,151.47682728696822
rxn30415_reverse_num1,DLkcat,1.7559,36291.88280000004,174.1777916245225
rxn01225_num2,DLkcat,1.731,58348.04170000012,106.8004995273044
rxn00640,DLkcat,1.7288,52267.076400000034,119.07457674445313
rxn22110,DLkcat,1.7039,27406.10640000001,223.82019213061207
rxn04674,DLkcat,1.7039,27406.10640000001,223.82019213061207
rxn00640_reverse,DLkcat,1.6796,52267.076400000034,115.68582779962024
rxn05005_num2,DLkcat,1.6583,30948.072900000043,192.8998945843892
rxn05006_num2,DLkcat,1.6583,30948.072900000043,192.8998945843892
rxn08839,DLkcat,1.6465,41794.90760000004,141.821105497551
rxn00612_reverse,DLkcat,1.6042,36309.67739999999,159.0518124515202
rxn00611_reverse,DLkcat,1.6042,36309.67739999999,159.0518124515202
rxn02009,DLkcat,1.5726,24041.20529999999,235.48569754944867
rxn02937_reverse,DLkcat,1.5705,38452.43100000005,147.03361667822753
rxn08841,DLkcat,1.5553,41794.90760000004,133.96560302480475
rxn00604,DLkcat,8000.0,53858.72850000006,534732.2672127316
rxn10902,DLkcat,5.4,53858.72850000006,360.94428036859387
rxn01257_reverse_num2,DLkcat,1.5288,22955.9468,239.74964082073924
rxn08843,DLkcat,1.5116,41794.90760000004,130.2015080899472
rxn01270_reverse_num2,DLkcat,1.5084,40341.48430000007,67.30342343898326
rxn01257_reverse_num3,DLkcat,1.4975,54660.2172000001,98.62748953730814
rxn03892,DLkcat,1.4882,32291.772000000037,165.90975558727447
rxn04996,DLkcat,1.4882,36503.79030000005,146.7661291052286
rxn01530_num1,DLkcat,1.4882,36122.01000000002,148.31732785634009
rxn04113,DLkcat,3.7,36503.79030000005,364.8936148967517
rxn00853,DLkcat,1.4882,31723.728300000017,168.88052845919742
rxn01486_num1,DLkcat,1.4882,32291.772000000037,165.90975558727447
rxn01466,DLkcat,1.4882,32291.772000000037,165.90975558727447
rxn01530_reverse_num1,DLkcat,1.4882,36122.01000000002,148.31732785634009
rxn03891,DLkcat,1.4882,32291.772000000037,165.90975558727447
rxn02275,DLkcat,1.4882,31723.728300000017,168.88052845919742
rxn05287,DLkcat,1.4882,32291.772000000037,165.90975558727447
rxn04137,DLkcat,1.4882,27581.202,194.2453414466853
rxn03333_num2,DLkcat,1.4882,36122.01000000002,148.31732785634009
rxn08756,DLkcat,1.4882,36503.79030000005,146.7661291052286
rxn08352,DLkcat,1.4882,36503.79030000005,146.7661291052286
rxn03333_reverse_num2,DLkcat,1.4882,36122.01000000002,148.31732785634009
rxn02201,DLkcat,1.4807,40155.666000000034,132.7463974822381
rxn01102,DLkcat,1.4591,39727.32829999998,132.22031847533032
rxn06446,DLkcat,1.4483,47729.87060000005,54.6186270197011
rxn00917,DLkcat,999.0,57836.54250000007,62182.140296508835
rxn05006_reverse_num1,DLkcat,1.4189,51583.92450000007,99.02387322236396
rxn10199_num1,DLkcat,1.4125,75291.49010000043,67.53751311398166
rxn01270_num2,DLkcat,1.3892,40341.48430000007,61.98482885271516
rxn01210,DLkcat,1.3777,48082.21290000009,103.15082648785472
rxn02331,DLkcat,1.3694,31253.560299999983,157.7369090970414
rxn06517_reverse,DLkcat,1.3666,75194.6988000005,65.42695267767955
rxn00211,DLkcat,1.3602,47349.797800000015,103.41585872622244
rxn01465_reverse_num1,DLkcat,1.3528,43147.247800000085,112.87116208603209
rxn01454,DLkcat,1.3523,41256.770700000045,117.99954086081672
rxn01626_num2,DLkcat,1.3233,33426.82320000002,142.51668402637787
rxn10902_reverse,DLkcat,1.3011,53858.72850000006,86.96751910881065
rxn00604_reverse,DLkcat,1.3011,53858.72850000006,86.96751910881065
rxn03333_num3,DLkcat,1.3001,40144.77750000001,58.29351028287551
rxn03194_num1,DLkcat,1.2715,64880.53590000024,70.55120517276714
rxn03638,DLkcat,853.0,49102.37360000002,62538.72827035797
rxn10996,DLkcat,1.2648,49102.37360000002,30.910114699628277
rxn00500_reverse_num1,DLkcat,1.2496,64714.91280000024,69.51349859502528
rxn00678,DLkcat,1.2496,34649.92220000005,10.819071911220613
rxn00566,DLkcat,1.2209,75194.6988000005,58.45146094261597
rxn06442,DLkcat,1.2147,59841.35660000013,73.07521500941357
rxn00251_reverse,DLkcat,1.2138,98748.30470000068,11.062670932111631
rxn03408_reverse,DLkcat,1.1924,42379.20130000007,101.29119634918632
rxn03052_reverse,DLkcat,1.1631,84927.94840000043,49.30249792776083
rxn11944,DLkcat,1.1631,84927.94840000043,49.30249792776083
rxn00187,DLkcat,999.0,52171.33560000002,68934.40542856255
rxn08180,DLkcat,1.1334,36263.08070000004,56.258871574581846
rxn01225_num1,DLkcat,1.1306,47476.72140000004,85.72959294531229
rxn08796,DLkcat,1.1294,41794.90760000004,97.28075101666204
rxn00189,DLkcat,1.1147,54660.2172000001,73.41573461585133
rxn01257_num3,DLkcat,1.1147,54660.2172000001,73.41573461585133
rxn08797,DLkcat,1.1054,41794.90760000004,95.2135135238341
rxn06300,DLkcat,1.0852,97113.64450000068,40.228332693249634
rxn08801,DLkcat,1.0851,41794.90760000004,93.4649751444838
rxn03409,DLkcat,1.0807,52171.33560000002,74.57198393057813
rxn03407,DLkcat,1.072,52171.33560000002,73.97165427369275
rxn00337_reverse_num2,DLkcat,1.0445,31709.23490000002,118.58375050228656
rxn02938_num2,DLkcat,1.0309,18899.438399999988,196.36773968902708
rxn03194_reverse_num1,DLkcat,1.0069,64880.53590000024,55.86945221270878
rxn06443,DLkcat,1.0042,58597.43760000013,61.6941652752405
rxn03839,DLkcat,0.9982,31723.728300000017,113.27546264478624
rxn02503,DLkcat,0.9754,20865.331200000004,168.29064280561238
rxn04453_num2,DLkcat,0.935,43147.247800000085,78.01192826023062
rxn00529,DLkcat,0.928,98748.30470000068,8.457866720217163
rxn00211_reverse,DLkcat,0.9187,47349.797800000015,69.84866152902555
rxn01257_num2,DLkcat,0.9165,22955.9468,143.72746324712688
rxn00727,DLkcat,0.9165,22955.9468,24.26134452682968
rxn03933_reverse,DLkcat,0.8982,42379.20130000007,76.2996918490768
rxn00776_num1,DLkcat,0.8764,32587.050400000026,36.09419704076867
rxn02009_reverse,DLkcat,0.8647,24041.20529999999,129.48269278329408
rxn02222,DLkcat,0.8489,31723.728300000017,96.3329395303136
rxn00134,DLkcat,0.8439,22082.600799999997,137.57618622531098
rxn00726,DLkcat,0.8437,22955.9468,22.334202266542498
rxn02159,DLkcat,0.8301,46338.19270000007,64.49021478561022
rxn00859,DLkcat,35.0,46338.19270000007,2719.13928140749
rxn00337_num2,DLkcat,0.8287,31709.23490000002,94.08363239946851
rxn00231,DLkcat,0.8276,31723.728300000017,93.915821363279
rxn04137_reverse,DLkcat,0.8157,27581.202,106.46816625323292
rxn02286,DLkcat,0.8074,51022.52040000014,56.967785542793216
rxn00322,DLkcat,0.7856,43423.76160000006,65.12931850657534
rxn03114,DLkcat,0.7709,38950.83580000009,71.24981898334501
rxn00392,DLkcat,0.7688,34272.878300000004,80.7542330052857
rxn02834,DLkcat,0.7501,14150.205499999987,67.51009467618523
rxn02373,DLkcat,0.7472,45808.75510000008,58.72065272518169
rxn05005_reverse_num2,DLkcat,0.7298,30948.072900000043,84.89316955176218
rxn02835,DLkcat,9.9,14150.205499999987,2518.691336320171
rxn03052,DLkcat,0.6609,84927.94840000043,28.014806018792143
rxn08103_num1,DLkcat,0.6603,36585.22120000004,16.243444224412652
rxn39829,DLkcat,0.6491,16670.84959999998,140.17042058852255
rxn02819_num1,DLkcat,0.6426,29231.115600000005,7.914032538669167
rxn01300,DLkcat,40.8,36737.325000000055,3998.1136351108794
rxn01653,DLkcat,0.5311,24041.20529999999,79.52845858356365
rxn01790,DLkcat,0.5277,36574.42530000002,51.941212593708165
rxn02819_reverse_num1,DLkcat,0.5042,29231.115600000005,6.209547472762208
rxn00242,DLkcat,0.4606,81185.13000000041,20.424429941788496
rxn00209,DLkcat,0.4591,22485.305199999995,36.75200281470941
rxn03068_reverse,DLkcat,0.4317,36574.42530000002,42.491986880242216
rxn36708_num1,DLkcat,0.4218,64714.91280000024,23.464143491822718
rxn06447,DLkcat,0.4211,74871.6322000003,10.123727474983466
rxn00549,DLkcat,0.3889,35303.749400000044,39.65697762402535
rxn00912_reverse_num2,DLkcat,0.3856,31783.99630000003,4.367481001751811
rxn03435,DLkcat,0.3824,36574.42530000002,37.63941575863939
rxn00484,DLkcat,0.3739,98748.30470000068,3.407754705484049
rxn01807,DLkcat,0.356,36737.325000000055,34.885501325967475
rxn01396_reverse,DLkcat,0.3482,36737.325000000055,34.12115607219628
rxn02402,DLkcat,0.3457,34940.58180000004,35.61818195025014
rxn02548,DLkcat,0.3353,47879.176000000014,25.21096018862145
rxn02186_reverse,DLkcat,0.3314,36574.42530000002,32.619514598360595
rxn03068,DLkcat,0.3314,36574.42530000002,32.619514598360595
rxn00100,DLkcat,0.3305,22082.600799999997,53.87952310399962
rxn04704_num1,DLkcat,0.3241,51224.8104000001,22.777243895860234
rxn02548_reverse,DLkcat,0.3165,47879.176000000014,23.797402027135966
rxn05005_num1,DLkcat,0.3138,51583.92450000007,21.89984594909987
rxn06435,DLkcat,0.3043,58522.99820000008,18.718794895918347
LIPOS,DLkcat,0.3026,35661.46010000007,30.547262982089677
rxn05006_num1,DLkcat,0.2905,51583.92450000007,20.273757961164797
rxn06439,DLkcat,0.2726,46813.42710000005,10.48160817091726
rxn01602_reverse,DLkcat,0.2724,16114.201099999987,60.8556386949894
rxn10199_reverse_num1,DLkcat,0.2715,75291.49010000043,12.981546768457363
rxn05005_reverse_num1,DLkcat,0.2675,51583.92450000007,18.668606728439183
rxn00500_num1,DLkcat,0.2667,64714.91280000024,14.836147627475386
rxn30415_num1,DLkcat,0.265,36291.88280000004,26.286869856198223
rxn00500_reverse_num2,DLkcat,0.2619,36495.17930000007,25.83464496090305
rxn06386,DLkcat,0.2464,37899.41710000005,23.40510930971545
rxn00601,DLkcat,0.2435,37899.41710000005,23.12964333163844
rxn02056_num2,DLkcat,0.231,51583.92450000007,16.12130151128767
rxn03901,DLkcat,0.2,29095.26400000003,24.746295479566683
rxn00789_num1,DLkcat,0.198,24535.316500000008,29.05199939034819
rxn07720,DLkcat,0.1973,49102.37360000002,4.821762832255423
rxn07721,DLkcat,0.1973,49102.37360000002,4.821762832255423
rxn07734,DLkcat,0.1973,49102.37360000002,4.821762832255423
rxn02962_num1,DLkcat,0.174,51583.92450000007,12.143318021489412
rxn00866,DLkcat,0.1684,98748.30470000068,1.534811159142856
rxn01807_reverse,DLkcat,0.16,36737.325000000055,15.67887700043482
rxn07673,DLkcat,0.1544,49102.37360000002,3.77334101013805
rxn07672,DLkcat,0.1544,49102.37360000002,3.77334101013805
rxn07670,DLkcat,0.1544,49102.37360000002,3.77334101013805
rxn00912_num2,DLkcat,0.1528,31783.99630000003,1.730682305673435
rxn02962_reverse_num2,DLkcat,0.1507,30948.072900000043,17.530009114073117
rxn09345_reverse,DLkcat,0.1499,27714.57490000003,9.73567160865959
rxn09345,DLkcat,0.1346,27714.57490000003,8.741970637262048
rxn03843,DLkcat,0.1346,27714.57490000003,8.741970637262048
rxn01486_num2,DLkcat,0.1325,32577.094600000004,14.64218973044944
rxn02962_reverse_num1,DLkcat,0.1244,51583.92450000007,8.681774493524614
SCYSDS,DLkcat,0.1226,44167.87420000007,9.992783397304624
rxn00208,DLkcat,0.1222,22485.305199999995,9.782388899929188
rxn30415_num2,DLkcat,0.1139,29023.648300000008,14.127789716911636
rxn14090,DLkcat,0.1075,35088.26090000003,11.029329755126156
rxn16806,DLkcat,0.1002,13719.437499999984,26.292623148726054
rxn03384,DLkcat,0.0961,38286.6239,4.51802698644317
rxn02288,DLkcat,0.0961,38286.6239,4.51802698644317
rxn02056_num1,DLkcat,0.0915,30948.072900000043,10.643635261696684
rxn02405_num1,DLkcat,0.0874,29083.167800000017,10.818628911531428
rxn02819_num2,DLkcat,0.087,31783.99630000003,0.9854015745653724
rxn36708_num2,DLkcat,0.0778,36495.17930000007,7.674438251081547
rxn02819_reverse_num2,DLkcat,0.0778,31783.99630000003,0.8811981896688041
rxn02341,DLkcat,0.0774,45362.37480000003,3.071267776747877
rxn09112_reverse,DLkcat,0.0578,19991.896100000005,10.40821735763222
rxn10264,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn10259,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn10262,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn09111,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn09112,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn09113,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn09114,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn09109,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn10260,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn10261,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn09110,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn10263,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn00500_num2,DLkcat,0.0558,36495.17930000007,5.504288617099618
rxn09108,DLkcat,0.0558,19991.896100000005,10.048071428302388
rxn01225_num3,DLkcat,0.0475,37880.82990000003,4.51415664470434
rxn09111_reverse,DLkcat,0.0461,19991.896100000005,8.30136367105269
rxn09113_reverse,DLkcat,0.0442,19991.896100000005,7.959225038189347
rxn02962_num2,DLkcat,0.0439,30948.072900000043,5.106618447961578
rxn01368_num1,DLkcat,0.0391,17168.173699999992,8.19889188329916
rxn01800_num1,DLkcat,0.0357,17168.173699999992,7.4859447630122755
rxn00700,DLkcat,0.0336,29083.167800000017,4.15910676690453
rxn06448,DLkcat,0.0245,37605.420900000056,1.172703268426918
rxn02264_reverse,DLkcat,0.0052,27127.10900000002,0.6900845939757159
