reactions,metabolites,metabolitestotal,gpr,genes
rxn03031_reverse,thdp_c,thdp,ZMO0431,ZMO0431
rxn03035,mi34p_c,mi34p,ZMO0734,ZMO0734
rxn03052,hcys__L_c,hcys__L,ZMO1000,ZMO1000
rxn03052,mhpglu_c,mhpglu,ZMO1000,ZMO1000
rxn03062,3c2hmp_c,3c2hmp,ZMO0677,ZMO0677
rxn03063,amet_c,amet,ZMO1755,ZMO1755
rxn03063,zymst_c,zymst,ZMO1755,ZMO1755
rxn03068,23dhmb_c,23dhmb,ZMO1141,ZMO1141
rxn03080,4r5au_c,4r5au,ZMO0473,ZMO0473
rxn03080,db4p_c,db4p,ZMO0473,ZMO0473
rxn03084,gln__L_c,gln__L,ZMO1531 and ZMO0820 and ZMO1532,ZMO0820
rxn03084,gln__L_c,gln__L,ZMO1531 and ZMO0820 and ZMO1532,ZMO1532
rxn03084,gln__L_c,gln__L,ZMO1531 and ZMO0820 and ZMO1532,ZMO1531
rxn03084,fgam_c,fgam,ZMO1531 and ZMO0820 and ZMO1532,ZMO0820
rxn03084,fgam_c,fgam,ZMO1531 and ZMO0820 and ZMO1532,ZMO1532
rxn03084,fgam_c,fgam,ZMO1531 and ZMO0820 and ZMO1532,ZMO1531
rxn03094_num1,cpd03245_c0,cpd03245,ZMOp36x001,ZMOp36x001
rxn03095_num1,cpd03244_c0,cpd03244,ZMOp36x001,ZMOp36x001
rxn03108,4ampm_c,4ampm,ZMO1003,ZMO1003
rxn03114,ggdp_c,ggdp,ZMO1019,ZMO1019
rxn03114,cpd02797_c0,cpd02797,ZMO1019,ZMO1019
rxn03120,cpd01140_c0,cpd01140,ZMO0363,ZMO0363
rxn03120,cpd02807_c0,cpd02807,ZMO0363,ZMO0363
rxn03135,gln__L_c,gln__L,ZMO1502 and ZMO1500,ZMO1500
rxn03135,gln__L_c,gln__L,ZMO1502 and ZMO1500,ZMO1502
rxn03135,prlp_c,prlp,ZMO1502 and ZMO1500,ZMO1500
rxn03135,prlp_c,prlp,ZMO1502 and ZMO1500,ZMO1502
rxn03137,10fthf_c,10fthf,ZMO0027,ZMO0027
rxn03137,aicar_c,aicar,ZMO0027,ZMO0027
rxn03147_num1,asp__L_c,asp__L,ZMO1052,ZMO1052
rxn03147_num1,5aizc_c,5aizc,ZMO1052,ZMO1052
rxn03164,alaala_c,alaala,ZMO0827,ZMO0827
rxn03164,ugmd_c,ugmd,ZMO0827,ZMO0827
rxn03167,ahdt_c,ahdt,ZMO0938,ZMO0938
rxn03185,cmpacna_c,cmpacna,ZMO0855,ZMO0855
rxn03185,cpd02999_c0,cpd02999,ZMO0855,ZMO0855
rxn03194_num1,2obut_c,2obut,ZMO1139,ZMO1139
rxn03194_num1,2ahethmpp_c,2ahethmpp,ZMO1139,ZMO1139
rxn03273,cpd03199_c0,cpd03199,ZMO0904,ZMO0904
rxn03282_num1,xol7ah3_c,xol7ah3,ZMO1236,ZMO1236
rxn03323,cpd03280_c0,cpd03280,ZMO1369,ZMO1369
rxn03333_num1,34dhoxpeg_c,34dhoxpeg,ZMOp33x021,ZMOp33x021
rxn03360_reverse,5hxkyn_c,5hxkyn,ZMO1496,ZMO1496
rxn03366,cpd03365_c0,cpd03365,ZMO1407,ZMO1407
rxn03378_num1,seahcys_c,seahcys,ZMO1840,ZMO1840
rxn03384,uppg1_c,uppg1,ZMO1998,ZMO1998
rxn03394,2oph_c,2oph,ZMO1189,ZMO1189
rxn03395,amet_c,amet,ZMO1654,ZMO1654
rxn03395,2ohph_c,2ohph,ZMO1654,ZMO1654
rxn03397,amet_c,amet,ZMO1188,ZMO1188
rxn03397,2ombz_c,2ombz,ZMO1188,ZMO1188
rxn03406,uaaAgla_c,uaaAgla,ZMO0493,ZMO0493
rxn03407,uaaGgla_c,uaaGgla,ZMO0493,ZMO0493
rxn03408,uacgam_c,uacgam,ZMO0831,ZMO0831
rxn03408,uagmda_c,uagmda,ZMO0831,ZMO0831
rxn03409,uaagmda_c,uaagmda,ZMO0493,ZMO0493
rxn03419,cpd03518_c0,cpd03518,ZMO1229,ZMO1229
rxn03422,sucgsa_c,sucgsa,ZMO1272,ZMO1272
rxn03435,23dhmp_c,23dhmp,ZMO1141,ZMO1141
rxn03445,akg_c,akg,ZMO1684,ZMO1684
rxn03445,phthr_c,phthr,ZMO1684,ZMO1684
rxn03446,phthr_c,phthr,ZMO1891,ZMO1891
rxn03462,cpd03657_c0,cpd03657,ZMO0904,ZMO0904
rxn03463,cmpacna_c,cmpacna,ZMO0855,ZMO0855
rxn03463,cpd03658_c0,cpd03658,ZMO0855,ZMO0855
rxn03618,fald_c,fald,ZMO1407,ZMO1407
rxn03618,cpd04105_c0,cpd04105,ZMO1407,ZMO1407
rxn03638,accoa_c,accoa,ZMO0498,ZMO0498
rxn03638,gam1p_c,gam1p,ZMO0498,ZMO0498
rxn03762,arg__L_c,arg__L,ZMO1724,ZMO1724
rxn03762,g3p_c,g3p,ZMO1724,ZMO1724
rxn03839,aa_c,aa,ZMO1370,ZMO1370
rxn03842,udg_c,udg,ZMO1369,ZMO1369
rxn03843,ipdp_c,ipdp,ZMO1152,ZMO1152
rxn03843,frdp_c,frdp,ZMO1152,ZMO1152
rxn03848,cpd03963_c0,cpd03963,ZMO0813,ZMO0813
rxn03849,cpd03963_c0,cpd03963,ZMO0813,ZMO0813
rxn03869,cpd06707_c0,cpd06707,ZMO1370,ZMO1370
rxn03891,ipdp_c,ipdp,ZMO0855,ZMO0855
rxn03891,hexdp_c,hexdp,ZMO0855,ZMO0855
rxn03892,ipdp_c,ipdp,ZMO0855,ZMO0855
rxn03892,pendp_c,pendp,ZMO0855,ZMO0855
rxn03893,4hbz_c,4hbz,ZMO1419,ZMO1419
rxn03893,octdp_c,octdp,ZMO1419,ZMO1419
rxn03901,udcpdp_c,udcpdp,ZMO1115,ZMO1115
rxn03903,udcpp_c,udcpp,ZMO0828,ZMO0828
rxn03903,uGgla_c,uGgla,ZMO0828,ZMO0828
rxn03904,udcpp_c,udcpp,ZMO0828,ZMO0828
rxn03904,ugmda_c,ugmda,ZMO0828,ZMO0828
rxn03907_num1,2me4p_c,2me4p,ZMO0353,ZMO0353
rxn03908,4c2me_c,4c2me,ZMO1182,ZMO1182
rxn03909_num1,pyr_c,pyr,ZMO1234,ZMO1234
rxn03909_num1,g3p_c,g3p,ZMO1234,ZMO1234
rxn03915,cpd01956_c0,cpd01956,ZMO1407,ZMO1407
rxn03921,cpd08279_c0,cpd08279,ZMO1407,ZMO1407
rxn03933,uacgam_c,uacgam,ZMO0831,ZMO0831
rxn03933,uaGgla_c,uaGgla,ZMO0831,ZMO0831
rxn03951,phthr_c,phthr,ZMO1313,ZMO1313
rxn03958,2me4p_c,2me4p,ZMO1150,ZMO1150
rxn04068_num1,gchola_c,gchola,ZMOp36x001,ZMOp36x001
rxn04070,dxyl5p_c,dxyl5p,ZMO1708,ZMO1708
rxn04070,cpd08449_c0,cpd08449,ZMO1708,ZMO1708
rxn04113,h2mb4p_c,h2mb4p,ZMO0875,ZMO0875
rxn04137,ser__L_c,ser__L,ZMO0226,ZMO0226
rxn04270,cpd02708_c0,cpd02708,ZMO1407,ZMO1407
rxn04271,cpd08739_c0,cpd08739,ZMO1407,ZMO1407
rxn04453_num1,5hiu_c,5hiu,ZMO1689,ZMO1689
rxn04658,cpd09350_c0,cpd09350,ZMO1407,ZMO1407
rxn04674,amet_c,amet,ZMO1188,ZMO1188
rxn04674,dmtphllqne_c,dmtphllqne,ZMO1188,ZMO1188
rxn04704_num1,amet_c,amet,ZMO1364,ZMO1364
rxn04704_num1,cpppg3_c,cpppg3,ZMO1364,ZMO1364
rxn04723,cpd09790_c0,cpd09790,ZMO1407,ZMO1407
rxn04726_num1,cpd09792_c0,cpd09792,ZMO1596,ZMO1596
rxn04727,cpd09793_c0,cpd09793,ZMO1407,ZMO1407
rxn04736_num1,cpd01859_c0,cpd01859,ZMOp33x021,ZMOp33x021
rxn04737,cpd09802_c0,cpd09802,ZMO1407,ZMO1407
rxn04744,cpd09811_c0,cpd09811,ZMO1407,ZMO1407
rxn04792,cpd09879_c0,cpd09879,ZMO1722,ZMO1722
rxn04794,2obut_c,2obut,ZMO1570,ZMO1570
rxn04809,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04809,cpd10483_c0,cpd10483,ZMO0869,ZMO0869
rxn04810,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04810,cpd10484_c0,cpd10484,ZMO0869,ZMO0869
rxn04811,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04811,cpd10484_c0,cpd10484,ZMO0869,ZMO0869
rxn04830,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04830,cpd10499_c0,cpd10499,ZMO0869,ZMO0869
rxn04831,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04831,cpd10499_c0,cpd10499,ZMO0869,ZMO0869
rxn04832,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04832,cpd10497_c0,cpd10497,ZMO0869,ZMO0869
rxn04833,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04833,cpd10497_c0,cpd10497,ZMO0869,ZMO0869
rxn04872,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04872,cpd10536_c0,cpd10536,ZMO0869,ZMO0869
rxn04873,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04873,cpd10537_c0,cpd10537,ZMO0869,ZMO0869
rxn04886,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04886,cpd10548_c0,cpd10548,ZMO0869,ZMO0869
rxn04887_reverse,cpd10553_c0,cpd10553,ZMO0869,ZMO0869
rxn04894,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04894,cpd10555_c0,cpd10555,ZMO0869,ZMO0869
rxn04895,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04895,cpd10554_c0,cpd10554,ZMO0869,ZMO0869
rxn04896,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04896,cpd10556_c0,cpd10556,ZMO0869,ZMO0869
rxn04903,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04903,cpd04167_c0,cpd04167,ZMO0869,ZMO0869
rxn04908_num1,cpd04248_c0,cpd04248,ZMOp33x021,ZMOp33x021
rxn04916,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04916,cpd07971_c0,cpd07971,ZMO0869,ZMO0869
rxn04919,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn04919,cpd10567_c0,cpd10567,ZMO0869,ZMO0869
rxn04954,5mthf_c,5mthf,ZMO1747,ZMO1747
rxn04996,h2mb4p_c,h2mb4p,ZMO0875,ZMO0875
rxn05005_num1,amet_c,amet,ZMO0006,ZMO0006
rxn05005_num1,uppg3_c,uppg3,ZMO0006,ZMO0006
rxn05006_num1,amet_c,amet,ZMO0006,ZMO0006
rxn05006_num1,cpd11206_c0,cpd11206,ZMO0006,ZMO0006
rxn05012,cbp_c,cbp,ZMO0176,ZMO0176
rxn05012,acorn_c,acorn,ZMO0176,ZMO0176
rxn05023_num1,cpd11217_c0,cpd11217,ZMO0160,ZMO0160
rxn05029,cbi_c,cbi,ZMO1495,ZMO1495
rxn05034,4hbz_c,4hbz,ZMO1419,ZMO1419
rxn05034,cpd02172_c0,cpd02172,ZMO1419,ZMO1419
rxn05071,sql_c,sql,ZMO0872 and ZMO1548,ZMO1548
rxn05071,sql_c,sql,ZMO0872 and ZMO1548,ZMO0872
rxn05116,cpd04539_c0,cpd04539,ZMO1313,ZMO1313
rxn05126,ggbutal_c,ggbutal,ZMO1407,ZMO1407
rxn05127,ggbutal_c,ggbutal,ZMO1407,ZMO1407
rxn05187,cpd03424_e0,cpd03424,ZMO0978,ZMO0978
rxn05189_num1,fe3dcit_e,fe3dcit,ZMO1847,ZMO1847
rxn05198,cytd_e,cytd,ZMO0967,ZMO0967
rxn05199,uri_e,uri,ZMO0967,ZMO0967
rxn05200,thymd_e,thymd,ZMO0967,ZMO0967
rxn05201,hxan_e,hxan,ZMO0969,ZMO0969
rxn05205,dcyt_e,dcyt,ZMO0967,ZMO0967
rxn05229,h2co3_c,h2co3,ZMO1421 and ZMO1420,ZMO1420
rxn05229,h2co3_c,h2co3,ZMO1421 and ZMO1420,ZMO1421
rxn05229,air_c,air,ZMO1421 and ZMO1420,ZMO1420
rxn05229,air_c,air,ZMO1421 and ZMO1420,ZMO1421
rxn05231_num1,trdrd_c,trdrd,ZMO0443,ZMO0443
rxn05232,trdrd_c,trdrd,ZMO1025,ZMO1025
rxn05233_num1,trdrd_c,trdrd,ZMO0443,ZMO0443
rxn05234,trdrd_c,trdrd,ZMO1025,ZMO1025
rxn05235,trdrd_c,trdrd,ZMO1025,ZMO1025
rxn05236,trdrd_c,trdrd,ZMO1025,ZMO1025
rxn05239,paps_c,paps,ZMO0007 and ZMO1097,ZMO0007
rxn05239,paps_c,paps,ZMO0007 and ZMO1097,ZMO1097
rxn05239,trdrd_c,trdrd,ZMO0007 and ZMO1097,ZMO0007
rxn05239,trdrd_c,trdrd,ZMO0007 and ZMO1097,ZMO1097
rxn05287,ipdp_c,ipdp,ZMO0855,ZMO0855
rxn05287,ggdp_c,ggdp,ZMO0855,ZMO0855
rxn05289,trdox_c,trdox,ZMO1142 and ZMO1097,ZMO1097
rxn05289,trdox_c,trdox,ZMO1142 and ZMO1097,ZMO1142
rxn05293,2mecdp_c,2mecdp,ZMO0180,ZMO0180
rxn05307,ser__L_e,ser__L,ZMO1465,ZMO1465
rxn05316,ins_e,ins,ZMO0967,ZMO0967
rxn05317,dad_2_e,dad_2,ZMO0967,ZMO0967
rxn05318,adn_e,adn,ZMO0967,ZMO0967
rxn05322,but2eACP_c,but2eACP,ZMO1692,ZMO1692
rxn05323,tmrs2eACP_c,tmrs2eACP,ZMO1692,ZMO1692
rxn05324,tddec2eACP_c,tddec2eACP,ZMO1692,ZMO1692
rxn05325,toct2eACP_c,toct2eACP,ZMO1692,ZMO1692
rxn05326,thex2eACP_c,thex2eACP,ZMO1692,ZMO1692
rxn05327,cpd11475_c0,cpd11475,ZMO1692,ZMO1692
rxn05328,tpalm2eACP_c,tpalm2eACP,ZMO1692,ZMO1692
rxn05336_num1,cpd11481_c0,cpd11481,ZMO1946,ZMO1946
rxn05337_num1,3hhexACP_c,3hhexACP,ZMOp33x016,ZMOp33x016
rxn05338_num1,3hdecACP_c,3hdecACP,ZMO1946,ZMO1946
rxn05339_num1,3hbutACP_c,3hbutACP,ZMOp33x016,ZMOp33x016
rxn05340_num1,3hddecACP_c,3hddecACP,ZMO1946,ZMO1946
rxn05341_num1,cpd11483_c0,cpd11483,ZMO0318,ZMO0318
rxn05342_num1,3hmrsACP_c,3hmrsACP,ZMO0318,ZMO0318
rxn05343,ocACP_c,ocACP,ZMO1899 and ZMO1278,ZMO1899
rxn05343,ocACP_c,ocACP,ZMO1899 and ZMO1278,ZMO1278
rxn05343,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05343,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05344,myrsACP_c,myrsACP,ZMO1899 and ZMO1278,ZMO1899
rxn05344,myrsACP_c,myrsACP,ZMO1899 and ZMO1278,ZMO1278
rxn05344,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05344,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05345,ddcaACP_c,ddcaACP,ZMO1899 and ZMO1278,ZMO1899
rxn05345,ddcaACP_c,ddcaACP,ZMO1899 and ZMO1278,ZMO1278
rxn05345,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05345,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05346,butACP_c,butACP,ZMO1899 and ZMO1278,ZMO1899
rxn05346,butACP_c,butACP,ZMO1899 and ZMO1278,ZMO1278
rxn05346,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05346,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05347,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05347,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05347,acACP_c,acACP,ZMO1278 and ZMO1899,ZMO1899
rxn05347,acACP_c,acACP,ZMO1278 and ZMO1899,ZMO1278
rxn05348,dcaACP_c,dcaACP,ZMO1899 and ZMO1278,ZMO1899
rxn05348,dcaACP_c,dcaACP,ZMO1899 and ZMO1278,ZMO1278
rxn05348,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05348,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05349,accoa_c,accoa,ZMO1279 and ZMO1899,ZMO1899
rxn05349,accoa_c,accoa,ZMO1279 and ZMO1899,ZMO1279
rxn05349,ACP_c,ACP,ZMO1279 and ZMO1899,ZMO1899
rxn05349,ACP_c,ACP,ZMO1279 and ZMO1899,ZMO1279
rxn05350,hexACP_c,hexACP,ZMO1899 and ZMO1278,ZMO1899
rxn05350,hexACP_c,hexACP,ZMO1899 and ZMO1278,ZMO1278
rxn05350,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05350,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05360_num1,cpd11496_c0,cpd11496,ZMO1222,ZMO1222
rxn05363,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05363,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05363,cpd11499_c0,cpd11499,ZMO1899 and ZMO1278,ZMO1899
rxn05363,cpd11499_c0,cpd11499,ZMO1899 and ZMO1278,ZMO1278
rxn05364_num1,cpd11500_c0,cpd11500,ZMO0090,ZMO0090
rxn05367,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05367,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05367,cpd11503_c0,cpd11503,ZMO1899 and ZMO1278,ZMO1899
rxn05367,cpd11503_c0,cpd11503,ZMO1899 and ZMO1278,ZMO1278
rxn05368_num1,cpd11504_c0,cpd11504,ZMO1222,ZMO1222
rxn05371,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05371,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05371,cpd11507_c0,cpd11507,ZMO1278 and ZMO1899,ZMO1899
rxn05371,cpd11507_c0,cpd11507,ZMO1278 and ZMO1899,ZMO1278
rxn05372_num1,cpd11508_c0,cpd11508,ZMOp33x016,ZMOp33x016
rxn05375,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05375,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05375,cpd11511_c0,cpd11511,ZMO1899 and ZMO1278,ZMO1899
rxn05375,cpd11511_c0,cpd11511,ZMO1899 and ZMO1278,ZMO1278
rxn05376_num1,cpd11512_c0,cpd11512,ZMOp33x016,ZMOp33x016
rxn05379,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05379,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05379,cpd11515_c0,cpd11515,ZMO1278 and ZMO1899,ZMO1899
rxn05379,cpd11515_c0,cpd11515,ZMO1278 and ZMO1899,ZMO1278
rxn05380_num1,cpd11516_c0,cpd11516,ZMO0318,ZMO0318
rxn05383,ivcoa_c,ivcoa,ZMO1223,ZMO1223
rxn05383,ACP_c,ACP,ZMO1223,ZMO1223
rxn05384,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05384,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05384,cpd11520_c0,cpd11520,ZMO1278 and ZMO1899,ZMO1899
rxn05384,cpd11520_c0,cpd11520,ZMO1278 and ZMO1899,ZMO1278
rxn05385_num1,cpd11521_c0,cpd11521,ZMO0090,ZMO0090
rxn05388,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05388,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05388,cpd11524_c0,cpd11524,ZMO1278 and ZMO1899,ZMO1899
rxn05388,cpd11524_c0,cpd11524,ZMO1278 and ZMO1899,ZMO1278
rxn05389_num1,cpd11525_c0,cpd11525,ZMO0090,ZMO0090
rxn05392,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05392,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05392,cpd11528_c0,cpd11528,ZMO1899 and ZMO1278,ZMO1899
rxn05392,cpd11528_c0,cpd11528,ZMO1899 and ZMO1278,ZMO1278
rxn05393_num1,cpd11529_c0,cpd11529,ZMO0318,ZMO0318
rxn05396,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05396,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05396,cpd11532_c0,cpd11532,ZMO1899 and ZMO1278,ZMO1899
rxn05396,cpd11532_c0,cpd11532,ZMO1899 and ZMO1278,ZMO1278
rxn05397_num1,cpd11533_c0,cpd11533,ZMO0090,ZMO0090
rxn05400,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05400,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05400,cpd11536_c0,cpd11536,ZMO1899 and ZMO1278,ZMO1899
rxn05400,cpd11536_c0,cpd11536,ZMO1899 and ZMO1278,ZMO1278
rxn05401_num1,cpd11537_c0,cpd11537,ZMOp33x016,ZMOp33x016
rxn05404,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05404,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05404,cpd11540_c0,cpd11540,ZMO1899 and ZMO1278,ZMO1899
rxn05404,cpd11540_c0,cpd11540,ZMO1899 and ZMO1278,ZMO1278
rxn05405_num1,cpd11541_c0,cpd11541,ZMO1222,ZMO1222
rxn05408,ibcoa_c,ibcoa,ZMO1223,ZMO1223
rxn05408,ACP_c,ACP,ZMO1223,ZMO1223
rxn05409,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05409,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05409,cpd11545_c0,cpd11545,ZMO1278 and ZMO1899,ZMO1899
rxn05409,cpd11545_c0,cpd11545,ZMO1278 and ZMO1899,ZMO1278
rxn05410_num1,cpd11546_c0,cpd11546,ZMO0090,ZMO0090
rxn05413,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05413,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05413,cpd11549_c0,cpd11549,ZMO1278 and ZMO1899,ZMO1899
rxn05413,cpd11549_c0,cpd11549,ZMO1278 and ZMO1899,ZMO1278
rxn05414_num1,cpd11550_c0,cpd11550,ZMO0318,ZMO0318
rxn05417,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05417,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05417,cpd11553_c0,cpd11553,ZMO1899 and ZMO1278,ZMO1899
rxn05417,cpd11553_c0,cpd11553,ZMO1899 and ZMO1278,ZMO1278
rxn05418_num1,cpd11554_c0,cpd11554,ZMOp33x016,ZMOp33x016
rxn05421,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05421,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05421,cpd11557_c0,cpd11557,ZMO1278 and ZMO1899,ZMO1899
rxn05421,cpd11557_c0,cpd11557,ZMO1278 and ZMO1899,ZMO1278
rxn05422_num1,cpd11558_c0,cpd11558,ZMO0318,ZMO0318
rxn05425,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05425,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05425,cpd11561_c0,cpd11561,ZMO1278 and ZMO1899,ZMO1899
rxn05425,cpd11561_c0,cpd11561,ZMO1278 and ZMO1899,ZMO1278
rxn05426_num1,cpd11562_c0,cpd11562,ZMOp33x016,ZMOp33x016
rxn05429,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1899
rxn05429,malACP_c,malACP,ZMO1899 and ZMO1278,ZMO1278
rxn05429,cpd11565_c0,cpd11565,ZMO1899 and ZMO1278,ZMO1899
rxn05429,cpd11565_c0,cpd11565,ZMO1899 and ZMO1278,ZMO1278
rxn05430_num1,cpd11566_c0,cpd11566,ZMO0090,ZMO0090
rxn05433,cpd11498_c0,cpd11498,ZMO1692,ZMO1692
rxn05434,cpd11502_c0,cpd11502,ZMO1692,ZMO1692
rxn05435,cpd11506_c0,cpd11506,ZMO1692,ZMO1692
rxn05436,cpd11510_c0,cpd11510,ZMO1692,ZMO1692
rxn05437,cpd11514_c0,cpd11514,ZMO1692,ZMO1692
rxn05438,cpd11518_c0,cpd11518,ZMO1692,ZMO1692
rxn05439,cpd11523_c0,cpd11523,ZMO1692,ZMO1692
rxn05440,cpd11527_c0,cpd11527,ZMO1692,ZMO1692
rxn05441,cpd11531_c0,cpd11531,ZMO1692,ZMO1692
rxn05442,cpd11535_c0,cpd11535,ZMO1692,ZMO1692
rxn05443,cpd11539_c0,cpd11539,ZMO1692,ZMO1692
rxn05444,cpd11543_c0,cpd11543,ZMO1692,ZMO1692
rxn05445,cpd11548_c0,cpd11548,ZMO1692,ZMO1692
rxn05446,cpd11552_c0,cpd11552,ZMO1692,ZMO1692
rxn05447,cpd11556_c0,cpd11556,ZMO1692,ZMO1692
rxn05448,cpd11560_c0,cpd11560,ZMO1692,ZMO1692
rxn05449,cpd11564_c0,cpd11564,ZMO1692,ZMO1692
rxn05450,cpd11568_c0,cpd11568,ZMO1692,ZMO1692
rxn05451,cpd11515_c0,cpd11515,ZMO1223,ZMO1223
rxn05452,cpd11519_c0,cpd11519,ZMO1223,ZMO1223
rxn05453,cpd11540_c0,cpd11540,ZMO1223,ZMO1223
rxn05454,cpd11544_c0,cpd11544,ZMO1223,ZMO1223
rxn05455,cpd11565_c0,cpd11565,ZMO1223,ZMO1223
rxn05456,cpd11569_c0,cpd11569,ZMO1223,ZMO1223
rxn05457,myrsACP_c,myrsACP,ZMO1223,ZMO1223
rxn05458,cpd11476_c0,cpd11476,ZMO1223,ZMO1223
rxn05459,cpd11573_c0,cpd11573,ZMO1223,ZMO1223
rxn05460,cpd11476_c0,cpd11476,ZMO1278 and ZMO1899,ZMO1899
rxn05460,cpd11476_c0,cpd11476,ZMO1278 and ZMO1899,ZMO1278
rxn05460,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1899
rxn05460,malACP_c,malACP,ZMO1278 and ZMO1899,ZMO1278
rxn05461_num1,cpd11570_c0,cpd11570,ZMO0090,ZMO0090
rxn05464,cpd11572_c0,cpd11572,ZMO1692,ZMO1692
rxn05465,malcoa_c,malcoa,ZMO1223 and ZMO1279,ZMO1223
rxn05465,malcoa_c,malcoa,ZMO1223 and ZMO1279,ZMO1279
rxn05465,ACP_c,ACP,ZMO1223 and ZMO1279,ZMO1223
rxn05465,ACP_c,ACP,ZMO1223 and ZMO1279,ZMO1279
rxn05515,cbl2_e,cbl2,ZMO0978 and ZMO1495,ZMO0978
rxn05515,cbl2_e,cbl2,ZMO0978 and ZMO1495,ZMO1495
rxn05557_num1,cit_e,cit,ZMO0229,ZMO0229
rxn05585,cpd11578_e0,cpd11578,ZMO1261 and ZMO1263 and ZMO1262,ZMO1262
rxn05585,cpd11578_e0,cpd11578,ZMO1261 and ZMO1263 and ZMO1262,ZMO1263
rxn05585,cpd11578_e0,cpd11578,ZMO1261 and ZMO1263 and ZMO1262,ZMO1261
rxn05599,Lcyst_e,Lcyst,ZMO1262 and ZMO1263 and ZMO1261,ZMO1262
rxn05599,Lcyst_e,Lcyst,ZMO1262 and ZMO1263 and ZMO1261,ZMO1263
