,kcat,MW,kcat_MW
rxn01301_reverse,2.414316578,45534.64429323678,190.8775135
rxn01302_reverse,5.078500215,45534.64430636995,401.5096868
rxn01303_num1,4.241183568,82368.24980911736,185.3658525
rxn01331,6.924961396,144406.7543677659,172.6363918
rxn01332,5.180781269,48916.33279419392,381.279861
rxn01362_num1,6.45308402,41559.81560365946,558.9799217
rxn01368_num1,2.588472292,17168.17370319826,542.7776077
rxn01396,5.712546184,36737.32500091854,559.7894311
rxn01434,5.712546184,182810.13528851353,112.4946723
rxn01454,7.126657333,41256.77069974309,621.8607507
rxn01465_num1,2.588472292,43147.24779852547,215.9697484
rxn01466,9.713292876,32291.772011970203,1082.871957
rxn01476,8.534753413,25530.867102131677,1203.449619
rxn01479,2.958553624,24672.47199971022,431.6873091
rxn01484,7.097220299,41124.607397652355,621.2823585
rxn01486_num1,7.291347224,32291.77200351008,812.8649615
rxn01499,9.687841405,394993.2187807752,88.29576661
rxn01518,9.687841405,88377.00118643748,394.630148
rxn01520,6.679255344,67172.1763978263,357.9654632
rxn01530_num1,14.39471848,36122.009989146056,1434.609717
rxn01547,2.64247258,28300.41099885024,336.1400401
rxn01575,8.217997894,40494.70510037038,730.584217
rxn01600,6.311287917,58279.85190155268,389.8540535
rxn01602,6.548617295,16114.201102081535,1462.996652
rxn01603,9.74335062,48082.21289769088,729.5018286
rxn01635,2.740877389,35145.11020297722,280.7548061
rxn01636,3.588844544,86263.8695923676,149.7711663
rxn01637,7.947285276,85719.85719765145,333.7642867
rxn01639,12.48015696,56449.61568593528,795.9055967
rxn01641,13.66915416,32482.22909145635,1514.950062
rxn01642,6.756720357,32116.408699545864,757.3758795
rxn01643,330.0,37127.2144,31998.091405424697
rxn01644_num1,9.018332638,123996.19038575905,261.8306046
rxn01653,10.25251788,24041.205307324857,1535.241844
rxn01671,2.277330104,34272.87830920772,239.2092167
rxn01739,4.670181512,19608.35229865891,857.4230607
rxn01740,23.77761964,63115.7134215689,1356.230106
rxn01790,2.374748258,36574.42530798998,233.7451281
rxn01791_num1,2.086234768,64518.29258743113,116.4079963
rxn01800_num1,2.534247428,17168.173703297594,531.4071781
rxn01807,2.534247428,36737.32500025921,248.3384607
rxn01843,2.534247428,31723.728303363885,287.5857041
rxn01851,4.187011474,74254.428792581,202.9945089
rxn01858_num1,6.548617295,37880.829899167125,622.3470374
rxn01871,7.379314181,1123989.0454955332,23.63504445
rxn01917,2.826784338,31709.234902772907,320.9293333
rxn01948,2.309624041,394993.2188895258,21.05009947
rxn01964_num1,6.409609029,146331.53320151928,157.6870822
rxn01973,370.0,40019.0509,33284.14767577609
rxn02008,2.440039805,47475.743304058575,185.0238182
rxn02009,7.291347224,24041.205312042606,1091.827538
rxn02011,7.383230802,51755.77199804967,513.5587754
rxn02015_num1,5.351786886,38084.72789506978,505.8834303
rxn02056_num1,7.137727546,30948.072899547595,830.2881814
rxn02090_num1,7.383230802,81762.03460333633,325.085243
rxn02107,2.029056009,74254.42879943759,98.37260552
rxn02155,2.802156946,24672.472001238482,408.8672187
rxn02159,5.602544562,46338.192696563274,435.2599713
rxn02166,2.354109619,63010.68880119236,134.4977303
rxn02175,4.241183568,120227.65201101614,126.9945856
rxn02185_num1,8.511605464,83350.61049897551,367.6251378
rxn02186,6.355678775,36574.425299062044,625.5858678
rxn02190_num1,1.782940992,33426.823202228574,192.019072
rxn02199,2.363801409,82368.2498203345,103.3126853
rxn02200,14.38337837,40155.66599333834,1289.485826
rxn02201,2.836831692,40155.66601161363,254.3251079
rxn02222,3.711346015,31723.728295254245,421.1625295
rxn02229,3.35201273,72526.16141207372,166.3847306
rxn02230_num1,7.092337074,32514.703201357024,785.2574667
rxn02275,5.007298365,31723.728301164298,568.2268472
rxn02277,3.550965273,106439.66320684447,120.1006711
rxn02283,8.511605464,32482.229102112124,943.3398051
rxn02285,2.826784338,33904.40080543254,300.1505225
rxn02286,6.402403702,51022.52039552662,451.7349035
rxn02288,4.496508538,76573.2478134792,211.3979908
rxn02297_num1,12.73603188,87407.57284023332,524.5508287
rxn02303,8.107139005,65290.730794562034,447.0113914
rxn02305_num1,7.500125376,25613.59570914481,1054.145293
rxn02312,21.59510156,93857.84400636883,828.2990776
rxn02320_num1,19.69362489,40262.75301009798,1760.859462
rxn02331,3.182042951,31253.56029878007,366.5295894
rxn02339_num1,5.241408725,43682.15320192907,431.962942
rxn02341,3.446987835,90724.74960032079,136.7780706
rxn02342,9.191535474,88485.77970424645,373.9530557
rxn02362,4.241183568,41368.92649107249,369.0755874
rxn02373,4.644707635,45808.755104547505,365.0164133
rxn02402,5.602441856,34940.58179638691,577.2311062
rxn02405_num1,4.910941155,29083.167801638127,607.8907318
rxn02409,8.082052482,114487.77327495303,254.1353378
rxn02418_num1,8.082052482,32079.37949850763,906.9810386
rxn02465,6.410255901,33836.32870114509,682.016109
rxn02474,6.768778093,35145.11020052421,693.342573
rxn02475_num1,7.391862382,35145.11019721608,757.1666279
rxn02476,16.99766234,47787.90410193586,1280.482699
rxn02503,2.293382052,20865.33119945476,395.6886813
rxn02507,2.407964661,29340.24569313299,295.4533125
rxn02548,6.850574341,47879.17599556794,515.0896421
rxn02639,2.450330513,21385.898802039734,412.4769283
rxn02687,11.43457455,74254.42883065341,554.3705477
rxn02693,8.799957188,35066.90960269058,903.4113994
rxn02791_reverse,2.878963699,59444.52770585274,174.3519499
rxn02792,7.197440426,59444.527697755504,435.881763
rxn02795_num1,7.197440426,38084.72789730851,680.3458227
rxn02796_num1,7.197440426,38084.72789730851,680.3458227
rxn02819_num1,9.544906283,292311.15600530076,117.5516634
rxn02834,2.040182273,39999.35139091145,183.619382
rxn02835,2.878963699,39999.35139904307,259.1109344
rxn02895,4.260569351,44043.57360951545,348.2471654
rxn02914,6.768778093,41924.49619671056,581.2258547
rxn02927,0.543255881,94539.57999152402,20.68679776
rxn02937,2.028924605,38452.430999651275,189.9523226
rxn02938_num1,4.910941155,79530.28879028444,222.2975476
rxn02961,7.455329663,24672.47200692703,1087.81912
rxn02962_num1,1.582037461,51583.92450492092,110.4091035
rxn02988,11.49513249,36252.40811699075,1141.50974
rxn03004,4.984300547,22899.95739766439,783.5596223
rxn03031_reverse,8.729336264,87083.72880985722,360.8666163
rxn03035,2.926976492,29835.514701521228,353.1735744
rxn03052,6.547742891,84927.94839626421,277.5514404
rxn03062,3.01799302,75455.17202293206,143.9897966
rxn03063,8.318600883,67172.17639967619,445.8239227
rxn03068,2.688770378,36574.42529280683,264.6541479
rxn03080,9.691238694,14860.988896399751,2347.653951
rxn03084,15.91781178,110162.2003961755,520.1795371
rxn03108,8.414355398,29637.522989136087,1022.0719
rxn03114,6.897980647,38950.835798647015,637.5403716
rxn03120,11.11759512,85684.34821314056,467.1021402
rxn03135,19.98384444,49672.04291375227,1448.336645
rxn03137,4.238821397,56449.61569810354,270.3252598
rxn03147_num1,5.630138782,29610.566201656533,684.5022644
rxn03164,7.244492017,49304.77469908147,528.9583295
rxn03167,7.244492017,63010.68879294122,413.9007486
rxn03185,12.9580968,32291.77198660558,1444.61408
rxn03194_num1,2.189365045,64880.53591198382,121.4804109
rxn03273,1.420947006,114487.77325493027,44.68083426
rxn03282_num1,10.78908203,36122.01000834443,1075.263954
rxn03323,2.281055794,35748.83909425001,229.7081826
rxn03360_reverse,1.370322515,394993.2186930849,12.48922974
rxn03366,3.473292142,74254.42882101874,168.3919991
rxn03384,2.796581477,76573.2478066852,131.4779457
rxn03395,3.325072573,28903.801204819167,414.1414196
rxn03397,6.750968497,27406.106401786015,886.7909302
rxn03406,2.56698054,52171.33559389419,177.1304077
rxn03407,2.356747104,52171.335581928884,162.623584
rxn03408,10.92207143,42379.201312405676,927.8008063
rxn03409,3.178017705,52171.33559776621,219.294055
rxn03419,2.743769047,228130.41901788267,43.29790219
rxn03422,7.561741298,50575.086194548116,538.2545186
rxn03435,2.740877389,36574.425310162434,269.7830114
rxn03445,8.130467452,41924.49619901351,698.1522852
rxn03446,8.043610523,50403.689795166276,574.5015494
rxn03462,11.46485377,114487.77326912798,360.5055142
rxn03463,3.01799302,32291.772002303693,336.4564469
rxn03618,3.01799302,74254.42882067905,146.3182068
rxn03638,16.89924596,147307.12084009818,412.9962293
rxn03762,24.83404004,44754.36838612709,1997.627212
rxn03839,10.8039969,31723.728314426397,1226.034609
rxn03842,12.29978852,35748.83910269181,1238.620324
rxn03843,4.33992465,55429.14980536155,281.8684536
rxn03848,1.632808656,20423.364793343975,287.8130622
rxn03849,4.33992465,20423.364800867876,764.992884
rxn03869,1.448849865,31723.728283668566,164.415086
rxn03891,4.33992465,32291.771997864755,483.8300215
rxn03892,4.33992465,32291.771997864755,483.8300215
rxn03893,4.33992465,35066.90960400812,445.5405086
rxn03901,4.33992465,29095.264002155156,536.9852887
rxn03903,4.33992465,38865.457701718115,401.9952334
rxn03904,4.33992465,38865.457701718115,401.9952334
rxn03908,4.33992465,30473.550900962495,512.6980046
rxn03909_num1,4.33992465,140613.06575495933,111.1115006
rxn03915,1.459397306,74254.42877999424,70.75443698
rxn03921,1.459397306,74254.42877999424,70.75443698
rxn03933,4.33992465,42379.201303083464,368.6650116
rxn03951,4.33992465,70904.4482109693,220.3490632
rxn03958,1.38675004,83715.26820946224,59.63428477
rxn04070,4.33992465,223766.80478763074,69.82147667
rxn04113,1.640274347,36503.79029507447,161.7636854
rxn04137,4.33992465,27581.201999017703,566.4629388
rxn04270,1.618899613,74254.42882692089,78.48742087
rxn04271,4.33992465,74254.42878361432,210.4080389
rxn04453_num1,1.561220599,48678.15230671778,115.4603018
rxn04658,3.904687294,74254.42880654478,189.3068802
rxn04674,7.561741298,27406.106398115702,993.2920889
rxn04704_num1,7.137727546,51224.81040341931,501.6283899
rxn04723,3.952790673,74254.42878189705,191.6390262
rxn04726_num1,5.591843943,80289.55499563679,250.7254922
rxn04727,5.712546184,74254.42879892026,276.9554166
rxn04737,2.833928599,74254.42877645709,137.3944036
rxn04744,10.78908203,74254.42880571379,523.0758075
rxn04792,14.07461172,39582.14221865131,1280.087417
rxn04794,1.034280916,172172.130870648,21.62609755
rxn04809,6.09414414,32969.277301054746,665.4352385
rxn04810,11.78987596,32969.27730884422,1287.366813
rxn04811,4.288479046,32969.27729923074,468.2700329
rxn04830,3.779712293,32969.27730330977,412.7164854
rxn04831,0.81607307,32969.27731291385,89.10911283
rxn04832,1.66266438,32969.27729577473,181.5505907
rxn04833,2.189365045,32969.27730011632,239.062388
rxn04872,15.7319333,32969.2773020611,1717.810171
rxn04873,9.434702324,32969.277292503844,1030.19936
rxn04886,4.29286974,32969.277295436164,468.7494641
rxn04887_reverse,4.330755111,32969.277294615444,472.886265
rxn04894,7.328513309,32969.27730171881,800.2191759
rxn04895,3.699293484,32969.277300138485,403.9353493
rxn04896,9.026071969,32969.27730011868,985.5799626
rxn04903,4.201005558,32969.27730318816,458.7185782
rxn04916,9.026071969,32969.27730011868,985.5799626
rxn04919,9.026071969,32969.27730011868,985.5799626
rxn04954,9.026071969,33440.82229928708,971.6824185
rxn04996,9.843843454,36503.79029875804,970.7988169
rxn05005_num1,9.843843454,51583.92449917099,686.9938024
rxn05006_num1,9.026071969,51583.92450217348,629.9221977
rxn05012,9.026071969,72109.32369367761,450.6193849
rxn05023_num1,7.942685237,19240.74819753156,1486.09953
rxn05029,11.26965655,21033.815805613438,1928.835165
rxn05034,11.26965655,35066.90961530161,1156.952923
rxn05071,9.026071969,155778.03546043715,208.5907618
rxn05116,6.921152575,70904.44819395964,351.4046002
rxn05126,9.822380932,74254.42879835487,476.2082468
rxn05127,9.822380932,74254.42879835487,476.2082468
rxn05229,15.20746701,98429.72719354717,556.2027123
rxn05231_num1,4.779316662,40340.56910209023,426.5071209
rxn05233_num1,9.026071969,40340.56910065911,805.488366
rxn05239,18.43753362,28261.758006747736,2348.584296
rxn05287,10.94973293,32291.772005475374,1220.714631
rxn05293,6.921152575,39940.52270156048,623.8313268
rxn05322,9.026071969,28969.966500609513,1121.639512
rxn05323,9.026071969,28969.966500609513,1121.639512
rxn05324,15.6691672,28969.966505134274,1947.154544
rxn05325,15.6691672,28969.966505134274,1947.154544
rxn05326,9.026071969,28969.966500609513,1121.639512
rxn05327,9.026071969,28969.966500609513,1121.639512
rxn05328,15.58352257,28969.966501752875,1936.511775
rxn05343,9.026071969,112756.69710807984,288.1767551
rxn05344,9.616228077,112756.69709976269,307.0187578
rxn05345,9.026071969,112756.69710807984,288.1767551
rxn05346,9.922662445,112756.69709325965,316.8023339
rxn05347,11.53053364,112756.69711954136,368.1370789
rxn05348,11.74801135,112756.69715041346,375.0805223
rxn05349,11.74801135,68416.90722999736,618.1635881
rxn05350,10.26813235,112756.6971048824,327.8322034
rxn05360_num1,9.573505411,102777.92200722704,335.3309622
rxn05363,12.99115819,112756.69710023941,414.7706583
rxn05367,9.185437102,112756.69712015137,293.2648296
rxn05368_num1,9.875323919,102777.92200765383,345.9027524
rxn05371,11.39800959,112756.69713701827,363.9059636
rxn05375,15.00710149,112756.6970662477,479.1339829
rxn05379,10.11076775,112756.69709997482,322.8080002
rxn05383,9.914673881,32747.27211278474,1089.948068
rxn05384,9.914673881,112756.69709952317,316.5472818
rxn05388,23.20620886,112756.69709191943,740.908115
rxn05392,9.041655857,112756.69708161136,288.6743043
rxn05396,4.984048304,112756.69710907523,159.1264586
rxn05400,5.186980195,112756.69707907928,165.6054956
rxn05404,5.91743537,112756.69711645576,188.9268476
rxn05405_num1,12.57584877,102777.92200802594,440.4939766
rxn05408,7.383230802,32747.272100214574,811.6593897
rxn05409,6.548617295,112756.6971140885,209.0786877
rxn05413,4.62369553,112756.69708952098,147.6214215
rxn05417,6.995051278,112756.69711941594,223.3320525
rxn05421,4.06825787,112756.6971088886,129.8878799
rxn05425,7.342244999,112756.69710186233,234.4169586
rxn05429,4.984048304,112756.69710907523,159.1264586
rxn05433,7.269075226,28969.966500329592,903.3034544
rxn05434,7.269075226,28969.966500329592,903.3034544
rxn05435,3.170312512,28969.966498218986,393.9640401
rxn05436,2.806679415,28969.966501068,348.7765819
rxn05437,2.740877389,28969.966503432577,340.5995861
rxn05438,3.709681864,28969.96649749944,460.9896498
rxn05439,4.678303976,28969.966502257186,581.3570517
rxn05440,3.367276324,28969.966499276587,418.4400685
rxn05441,3.284572181,28969.966497210855,408.1627037
rxn05442,8.466299991,28969.96649557161,1052.078537
rxn05443,2.961115355,28969.966496135014,367.9678152
rxn05444,5.6420474,28969.966497190995,701.1181957
rxn05445,3.01799302,28969.96649925516,375.0358107
rxn05446,7.333323797,28969.966502253024,911.2874075
rxn05447,6.768778093,28969.96649868129,841.1332176
rxn05448,14.41023567,28969.966490484745,1790.711371
rxn05449,3.01799302,28969.96649925516,375.0358107
rxn05450,6.65077075,28969.96649903475,826.4688432
rxn05451,4.288479046,32747.272097448025,471.4445991
rxn05452,4.288479046,32747.272097448025,471.4445991
rxn05453,3.289896178,32747.27209483609,361.6675675
rxn05454,3.289896178,32747.27209483609,361.6675675
rxn05455,6.548617295,32747.27209942101,719.9079725
rxn05456,6.548617295,32747.27209942101,719.9079725
rxn05457,3.665508319,32747.272098530808,402.9596697
rxn05458,3.665508319,32747.272098530808,402.9596697
rxn05459,3.124345327,32747.272098449466,343.4680954
rxn05460,7.18783429,112756.69710546435,229.4870647
rxn05464,3.124345327,28969.966498274516,388.2518531
rxn05465,2100.0,32747.2721,230858.92397125807
rxn05814,0.971597797,24759.87711032727,141.2669398
rxn05872_num1,7.450722389,36122.01000155094,742.5555942
rxn05882,11.89454554,243699.34427284318,175.7098037
rxn05937,7.450722389,31188.15440058259,860.0252601
rxn05957,13.35377463,176724.78042475914,272.0251713
rxn06023,7.450722389,14638.82010014556,1832.292522
rxn06060_num1,14.03528861,39392.670595557895,1282.650763
rxn06075_num1,11.89454554,40340.5690946448,1061.471489
rxn06076_num1,6.229472519,40340.56909928495,555.9193033
rxn06078,7.637775443,176724.78036090493,155.5865088
rxn06098_num1,6.790857226,87407.57278733647,279.6907091
rxn06099,4.148824949,76904.42519480377,194.2120987
rxn06280,4.847319701,90027.82178609488,193.8328683
rxn06297,9.026071969,32291.772012462487,1006.25816
rxn06300,10.38976327,97113.64447135315,385.1482248
rxn06386,9.026071969,37899.417100366656,857.3709459
rxn06432,9.026071969,63285.268104777,513.4506033
rxn06434,7.351751872,132913.4920315662,199.1243051
rxn06435,8.69747658,58522.99820148947,535.0189951
rxn06437,7.383230802,116808.47007785733,227.5488316
rxn06438,8.199887135,216097.77865973045,136.6029483
rxn06439,3.399353499,93626.85423141318,130.706865
rxn06440,3.050207365,106261.18644353074,103.3373227
rxn06441,7.561741298,95426.63879064089,285.2690718
rxn06442,5.226297105,59841.35659765306,314.4091419
rxn06443,3.957516213,58597.437611468755,243.1344944
rxn06444,9.436707311,250895.73345614993,135.4034437
rxn06445,2.017368151,100627.45958433289,72.17240079
rxn06446,3.409917433,95459.74117293423,128.5956007
rxn06447,2.017368151,149743.2643650292,48.49984655
rxn06448,4.201005558,75210.84179688955,201.0829775
rxn06449,2.017368151,100415.09798298651,72.32503368
rxn06515,4.815531458,28903.801202533927,599.7797012
rxn06538,5.3655383,32482.229097093434,594.6617094
rxn06570,5.3655383,28903.801199363166,668.283654
rxn06673,6.012130336,65547.94470740667,330.1960009
rxn06728,7.561741298,32291.771996754294,843.0094414
rxn06735,9.088041732,32291.7719972945,1013.166767
rxn06750,21.32887669,32291.77199329119,2377.817981
rxn06759,21.44195096,32291.77200962854,2390.423896
rxn06804,18.06585817,28903.801206213597,2250.122361
rxn06805,21.35845542,28903.801191446666,2660.218945
rxn06874_num1,21.49701249,109969.7380009176,703.7321937
rxn06936,18.84575087,132913.4920332662,510.44256
rxn06937_num1,8.854150025,53892.32760467285,591.4559921
rxn07100,17.87605961,38865.45769609265,1655.810028
rxn07181,22.07864467,32969.277308960845,2410.823873
rxn07230,8.480452466,29835.514698144143,1023.264696
rxn07261,19.53016455,38865.45769511668,1809.0252
rxn07292,17.25358374,84625.52279695564,733.9736218
rxn07312,19.21862809,67172.17640988433,1029.995823
rxn07579,2.017368151,28969.96649556982,250.6915341
rxn07670,3.745531215,147307.12079882954,91.53605271
rxn07672,2.135221818,147307.12079021713,52.18212469
rxn07673,4.214494671,147307.120836798,102.9969273
rxn07720,4.161067169,147307.12087211662,101.6912266
rxn07721,4.826723773,147307.12080250058,117.9590334
rxn07734,2.017368151,147307.12077311458,49.30192991
rxn07841,4.723589696,40155.665994173694,423.475056
rxn07842,5.524573826,40155.66599945112,495.2841717
rxn07875,3.154849509,74254.42880539993,152.9532772
rxn07876,3.09492059,74254.42877851876,150.047806
rxn07885,9.144749049,74254.42879938401,443.3553272
rxn07987,9.169237689,102777.92199015751,321.1706857
rxn07989,9.599196375,102777.92198508659,336.2308391
rxn07991,4.430853992,102777.92203182052,155.1994247
rxn07992,10.09230493,102777.92197019726,353.5029416
rxn07993,4.029736143,102777.92201863797,141.1494787
rxn07997,9.790984298,44339.789904619065,794.9415987
rxn07998,3.745531215,44339.78990746335,304.1041106
rxn08000,2.740877389,44339.78990419649,222.5350779
rxn08001,4.214494671,44339.78990912311,342.1798084
rxn08002,4.161067169,44339.78989651062,337.8419664
rxn08044,4.826723773,31816.335501103345,546.1410093
rxn08080,0.87356662,38101.27959458645,82.53895579
